"Forecast","Section","Field","Index","TTime","Direction","LowSpeed","HighSpeed","Mainly","Occasionally","ForaTime","Gusts","Showers","ChangeAdv","ChangeVerb","EllidedVerb","TimePhrase","Connective","StartPos","GustSpeed"
"24May2001_14.prn","4","wind10M",2,24,270.00,14,18,0,0,0,0,0,,"veering",1,"by midnight",", then",9,
"24Nov2000_03.prn","2","wind10M",0,6,180.00,20,24,0,0,0,0,0,,,0,,,0,
"24Nov2000_03.prn","2","wind10M",1,-99,112.50,8,12,0,0,0,0,0,,"backing",0,,,3,
"24Nov2000_03.prn","2","wind10M",2,18,-99.00,4,8,0,0,0,0,0,,"backing",1,"by late afternoon","then",7,
"24Nov2000_03.prn","2","wind10M",3,24,202.50,6,10,0,0,0,0,0,,"setting",0,"later","before",15,
"24Nov2000_03.prn","2","wind10M",4,24,247.50,10,14,0,0,0,0,0,,"veering",0,"by late evening",,21,
"24Nov2000_03.prn","3","wind10M",0,0,247.50,10,14,0,0,0,0,0,,,0,,,0,
"24Nov2000_03.prn","3","wind10M",1,12,202.50,18,22,0,0,0,0,0,,"backing",0,"by midday",,3,
"24Nov2000_03.prn","3","wind10M",2,24,157.50,22,26,0,0,0,0,0,,"backing",1,"by late evening","and",9,
"24Nov2000_03.prn","4","wind10M",0,0,157.50,22,26,0,0,0,0,0,,,0,,,0,
"24Nov2000_03.prn","4","wind10M",1,24,135.00,12,16,0,0,0,0,0,,"backing",0,"by late evening",,3,
"24Nov2000_15.prn","2","wind10M",0,15,-99.00,8,14,0,0,0,0,0,,,0,,,0,
"24Nov2000_15.prn","2","wind10M",1,21,225.00,12,18,0,0,0,0,0,,"becoming",0,"evening",,4,
"24Nov2000_15.prn","2","wind10M",2,6,225.00,16,20,0,0,0,1,0,,"becoming",1,"by morning",", then",10,30
"24Nov2000_15.prn","3","wind10M",0,6,225.00,16,20,0,0,0,1,0,,,0,,,0,30
"24Nov2000_15.prn","3","wind10M",1,24,157.50,26,30,0,0,0,0,0,"gradually","backing increasing",0,"by midnight",,5,
"24Nov2000_15.prn","4","wind10M",0,0,157.50,26,30,0,0,0,0,0,,,0,,,0,
"24Nov2000_15.prn","4","wind10M",1,6,157.50,28,32,0,0,0,0,0,,"increasing",0,"soon",,3,
"24Nov2000_15.prn","4","wind10M",2,12,157.50,28,32,0,0,0,0,0,,"increasing",1,"from midday",",",7,
"24Nov2000_15.prn","4","wind10M",3,24,157.50,20,25,0,0,0,0,0,,"easing",0,"by late evening",,9,
"24Nov2001_04.prn","2","wind10M",0,6,292.50,10,14,0,0,0,0,0,,,0,,,0,
"24Nov2001_04.prn","2","wind10M",1,15,247.50,6,10,0,0,0,0,0,,"backing",0,"by mid afternoon",,3,
"24Nov2001_04.prn","2","wind10M",2,24,191.25,26,30,0,0,0,0,0,,"backing",1,"by late evening","then",11,
"24Nov2001_04.prn","3","wind10M",0,0,202.50,26,30,0,0,0,0,0,,,0,,,0,
"24Nov2001_04.prn","3","wind10M",1,3,202.50,34,38,0,0,0,0,0,,,0,"soon",,3,
"24Nov2001_04.prn","3","wind10M",2,24,292.50,16,20,0,0,0,0,0,"gradually","veering",0,"by late evening","then",6,
"24Nov2001_04.prn","4","wind10M",0,0,303.75,16,20,0,0,0,0,0,,,0,,,0,
"24Nov2001_04.prn","4","wind10M",1,12,-99.00,2,6,0,0,0,0,0,,"falling",0,"by midday",,4,
"24Nov2001_04.prn","4","wind10M",2,24,157.50,22,26,0,0,0,0,0,,"setting and increasing",0,"by late evening","then",10,
"24Nov2001_13.prn","2","wind10M",0,15,247.50,5,10,0,0,0,0,0,,,0,,,0,
"24Nov2001_13.prn","2","wind10M",1,6,180.00,30,35,0,0,0,1,0,,"backing increasing",0,"by end of period",,4,45
"24Nov2001_13.prn","3","wind10M",0,6,180.00,30,35,0,0,0,1,0,,,0,,,0,45
"24Nov2001_13.prn","3","wind10M",1,12,225.00,24,28,0,0,0,0,0,,"veering",0,"by midday",,5,
"24Nov2001_13.prn","3","wind10M",2,24,292.50,18,22,0,0,0,0,0,,"veering",1,"by midnight",", and",11,
"24Nov2001_13.prn","4","wind10M",0,0,292.50,18,22,0,0,0,0,0,,,0,,,0,
"24Nov2001_13.prn","4","wind10M",1,12,247.50,0,8,0,0,0,0,0,,"backing",0,"by midday",,3,
"24Nov2001_13.prn","4","wind10M",2,24,157.50,25,30,0,0,0,1,0,,"increasing",0,"by midnight",", then",10,40
"24Oct2000_04.prn","2","wind10M",0,6,225.00,10,14,0,0,0,0,0,,,0,,,0,
"24Oct2000_04.prn","2","wind10M",1,12,270.00,18,22,0,0,0,1,0,,"veering",0,"by late morning",,3,30
"24Oct2000_04.prn","2","wind10M",2,21,202.50,12,16,0,0,0,0,0,,"backing and easing",0,"evening","then",12,
"24Oct2000_04.prn","3","wind10M",0,0,202.50,12,16,0,0,0,0,0,,,0,,,0,
"24Oct2000_04.prn","3","wind10M",1,9,112.50,16,20,0,0,0,0,0,,"backing",0,"in morning",,3,
"24Oct2000_04.prn","3","wind10M",2,12,45.00,16,20,0,0,0,0,0,,"backing",0,"early afternoon",",",10,
"24Oct2000_04.prn","3","wind10M",3,24,337.50,24,28,0,0,0,0,0,,"backing",1,"late evening","then",14,
"24Oct2000_04.prn","4","wind10M",0,0,337.50,24,28,0,0,0,0,0,,,0,,,0,
"24Oct2000_04.prn","4","wind10M",1,9,337.50,14,18,0,0,0,0,0,,"easing",0,"in morning",,3,
"24Oct2000_04.prn","4","wind10M",2,21,315.00,0,10,0,0,0,0,0,,"backing",0,"in evening","then",9,
"24Oct2000_14.prn","2","wind10M",0,15,292.50,15,20,0,0,0,0,0,,,0,,,0,
"24Oct2000_14.prn","2","wind10M",1,18,292.50,0,8,0,0,0,0,0,,"easing",0,"soon",,4,
"24Oct2000_14.prn","2","wind10M",2,6,112.50,12,18,0,0,0,0,0,,"backing and increasing",0,"by morning",",",9,
"24Oct2000_14.prn","3","wind10M",0,6,112.50,12,18,0,0,0,0,0,,,0,,,0,
"24Oct2000_14.prn","3","wind10M",1,9,67.50,18,22,0,0,0,0,0,,"backing",0,"soon",,4,
"24Oct2000_14.prn","3","wind10M",2,24,0.00,15,18,0,0,0,0,0,,"easing",0,"later",",",10,
"24Oct2000_14.prn","4","wind10M",0,0,0.00,15,18,0,0,0,0,0,,,0,,,0,
"24Oct2000_14.prn","4","wind10M",1,24,112.50,0,8,0,0,0,0,0,"gradually","easing and becoming",0,,,3,
"24Oct2001_03.prn","2","wind10M",0,6,157.50,32,36,0,0,0,0,0,,,0,,,0,
"24Oct2001_03.prn","2","wind10M",1,24,180.00,20,24,0,0,0,0,0,,"easing",0,"by late evening",,3,
"24Oct2001_03.prn","3","wind10M",0,0,180.00,18,22,0,0,0,0,0,,,0,,,0,
"24Oct2001_03.prn","3","wind10M",1,3,180.00,18,22,0,0,0,0,0,,,0,"soon",,1,
"24Oct2001_03.prn","3","wind10M",2,15,202.50,22,26,0,0,0,0,0,,"veering",0,"by mid afternoon","then",4,
"24Oct2001_03.prn","4","wind10M",0,0,202.50,22,26,0,0,0,0,0,,,0,,,0,
"24Oct2001_03.prn","4","wind10M",1,24,180.00,14,18,0,0,0,0,0,,"backing",0,"by late evening",,3,
"24Oct2001_15.prn","2","wind10M",0,15,157.50,32,38,0,0,0,1,0,,,0,,,0,48
"24Oct2001_15.prn","2","wind10M",1,24,180.00,22,26,0,0,0,0,0,,"veering and decreasing",0,"by midnight",,5,
"24Oct2001_15.prn","2","wind10M",2,6,202.50,18,22,0,0,0,0,0,,"veering",0,"later in period",",",13,
"24Oct2001_15.prn","3","wind10M",0,6,202.50,18,22,0,0,0,0,0,,,0,,,0,
"24Oct2001_15.prn","3","wind10M",1,18,180.00,30,34,0,0,0,0,0,,"backing",0,"by late afternoon",,3,
"24Oct2001_15.prn","3","wind10M",2,24,202.50,26,30,0,0,0,0,0,,"veering",0,"late evening",",",10,
"24Oct2001_15.prn","4","wind10M",0,0,202.50,26,30,0,0,0,0,0,,,0,,,0,
"24Oct2001_15.prn","4","wind10M",1,21,202.50,32,36,0,0,0,1,0,,"rising",0,"in evening",,3,46
"24Sep2000_03.prn","2","wind10M",0,6,157.50,20,25,0,0,0,0,0,,,0,,,0,
"24Sep2000_03.prn","3","wind10M",0,0,157.50,20,25,0,0,0,0,0,,,0,,,0,
"24Sep2000_03.prn","3","wind10M",1,24,157.50,10,15,0,0,0,0,0,,"easing",0,,,4,
"24Sep2000_03.prn","4","wind10M",0,0,157.50,10,15,0,0,0,0,0,,,0,,,0,
"24Sep2000_03.prn","4","wind10M",1,24,157.50,22,28,0,0,0,0,0,"gradually","increasing",0,,,4,
"24Sep2000_15.prn","2","wind10M",0,15,157.50,22,26,0,0,0,0,0,,,0,,,0,
"24Sep2000_15.prn","2","wind10M",1,6,157.50,18,22,0,0,0,0,0,"gradually","easing",0,,,3,
"24Sep2000_15.prn","3","wind10M",0,6,157.50,18,22,0,0,0,0,0,,,0,,,0,
"24Sep2000_15.prn","3","wind10M",1,24,135.00,10,14,0,0,0,0,0,"gradually","backing easing",0,,,3,
"24Sep2000_15.prn","4","wind10M",0,0,135.00,10,14,0,0,0,0,0,,,0,,,0,
"24Sep2000_15.prn","4","wind10M",1,24,157.50,22,28,0,0,0,0,0,,"veering freshening",0,"by midnight",,3,
"25Apr2001_15.prn","2","wind10M",0,15,112.50,8,12,0,0,0,0,0,,,0,,,0,
"25Apr2001_15.prn","2","wind10M",1,18,67.50,12,18,0,0,1,0,0,,"rising",0,"soon",,4,
"25Apr2001_15.prn","3","wind10M",0,6,67.50,8,12,0,0,0,0,0,,,0,,,0,
"25Apr2001_15.prn","3","wind10M",1,24,0.00,12,18,0,0,0,0,0,"steadily","backing",0,,,4,
"25Apr2001_15.prn","4","wind10M",0,0,0.00,12,18,0,0,0,0,0,,,0,,,0,
"25Apr2001_15.prn","4","wind10M",1,24,225.00,8,12,0,0,0,0,0,"steadily","backing",0,,,3,
"25Apr2002_04.prn","2","wind10M",0,6,247.50,20,25,0,0,0,0,0,,,0,,,0,
"25Apr2002_04.prn","2","wind10M",1,12,247.50,18,22,0,0,0,0,0,,"easing",0,"by afternoon",,3,
"25Apr2002_04.prn","2","wind10M",2,24,180.00,26,30,0,0,0,0,0,,"backing and freshening",0,"by midnight",", then",8,
"25Apr2002_04.prn","3","wind10M",0,0,180.00,26,30,0,0,0,0,0,,,0,,,0,
"25Apr2002_04.prn","3","wind10M",1,6,180.00,35,40,0,0,0,1,0,,"increasing",0,"soon",,3,50
"25Apr2002_04.prn","3","wind10M",2,12,247.50,20,24,0,0,0,0,0,,"veering",0,"by afternoon",",",9,
"25Apr2002_04.prn","3","wind10M",3,18,292.50,28,32,0,0,0,1,0,,"veering",1,"by evening",", then",15,42
"25Apr2002_04.prn","3","wind10M",4,24,292.50,18,22,0,0,0,0,0,,"decreasing",0,"by midnight",",",23,
"25Apr2002_04.prn","4","wind10M",0,0,292.50,18,22,0,0,0,0,0,,,0,,,0,
"25Apr2002_04.prn","4","wind10M",1,12,45.00,0,8,0,0,0,0,0,,"veering",0,"by afternoon",,3,
"25Apr2002_04.prn","4","wind10M",2,18,90.00,0,8,0,0,0,0,0,,"veering",1,"by evening",", and",10,
"25Apr2002_14.prn","2","wind10M",0,15,225.00,15,20,0,0,0,0,0,,,0,,,0,
"25Apr2002_14.prn","2","wind10M",1,6,202.50,28,32,0,0,0,1,0,"steadily","rising",0,,,3,42
"25Apr2002_14.prn","3","wind10M",0,6,202.50,28,32,0,0,0,1,0,,,0,,,0,42
"25Apr2002_14.prn","3","wind10M",1,9,247.50,15,20,0,0,0,0,0,,,0,"soon",,6,
"25Apr2002_14.prn","3","wind10M",2,18,292.50,25,30,0,0,0,0,0,,,0,"by evening","then",11,
"25Apr2002_14.prn","4","wind10M",0,0,292.50,25,30,0,0,0,1,0,,,0,,,0,40
"25Apr2002_14.prn","4","wind10M",1,12,225.00,0,10,0,0,0,0,0,,"backing",0,"by midday",,6,
"25Apr2002_14.prn","4","wind10M",2,18,180.00,25,30,0,0,0,0,0,,"backing",1,"by evening","then",13,
"25Apr2002_14.prn","4","wind10M",3,24,202.50,18,22,0,0,0,0,0,,"backing",1,"later",".",19,
"25Aug2000_03.prn","2","wind10M",0,6,225.00,10,15,0,0,0,0,0,,,0,,,0,
"25Aug2000_03.prn","2","wind10M",1,24,202.50,10,15,0,0,0,0,0,,"backing",0,"later",,3,
"25Aug2000_03.prn","3","wind10M",0,0,202.50,10,15,0,0,0,0,0,,,0,,,0,
"25Aug2000_03.prn","3","wind10M",1,24,157.50,20,25,0,0,0,0,0,"steadily","backing",0,,,4,
"25Aug2000_03.prn","4","wind10M",0,0,157.50,20,25,0,0,0,0,0,,,0,,,0,
"25Aug2000_03.prn","4","wind10M",1,12,202.50,18,22,0,0,0,0,0,,"veering",0,"by midday",,4,
"25Aug2000_03.prn","4","wind10M",2,24,225.00,8,12,0,0,0,0,0,,"falling",0,,"then",11,
"25Aug2000_15.prn","2","wind10M",0,15,225.00,14,18,0,0,0,0,0,,,0,,,0,
"25Aug2000_15.prn","2","wind10M",1,6,180.00,14,18,0,0,0,0,0,"slowly","backing",0,,,3,
"25Aug2000_15.prn","3","wind10M",0,6,180.00,14,18,0,0,0,0,0,,,0,,,0,
"25Aug2000_15.prn","3","wind10M",1,15,157.50,18,22,0,0,0,0,0,,"backing and rising",0,"in afternoon",,3,
"25Aug2000_15.prn","3","wind10M",2,24,157.50,22,26,0,0,0,0,0,,"rising",0,"late in evening","then",12,
"25Aug2000_15.prn","4","wind10M",0,0,157.50,22,26,0,0,0,0,0,,,0,,,0,
"25Aug2000_15.prn","4","wind10M",1,21,202.50,12,16,0,0,0,0,0,,"veering and easing",0,"in evening",,3,
"25Aug2001_16.prn","2","wind10M",0,15,270.00,8,12,0,0,0,0,0,,,0,,,0,
"25Aug2001_16.prn","2","wind10M",1,24,202.50,8,12,0,0,0,0,0,"gradually","backing",0,"tonight",,3,
"25Aug2001_16.prn","3","wind10M",0,6,202.50,8,12,0,0,0,0,0,,,0,,,0,
"25Aug2001_16.prn","3","wind10M",1,18,292.50,8,12,0,0,0,0,0,,"veering",0,"by early evening",,3,
"25Aug2001_16.prn","3","wind10M",2,21,292.50,14,18,0,0,0,0,0,,"rising",0,"evening","then",8,
"25Aug2001_16.prn","4","wind10M",0,0,292.50,14,18,0,0,0,0,0,,,0,,,0,
"25Aug2001_16.prn","4","wind10M",1,12,292.50,18,22,0,0,0,0,0,,"rising",0,"by afternoon",,3,
"25Aug2001_16.prn","4","wind10M",2,24,315.00,18,22,0,0,0,0,0,"slowly","veering",0,,"then",8,
"25Dec2000_02.prn","2","wind10M",0,6,348.75,14,18,0,0,0,0,0,,,0,,,0,
"25Dec2000_02.prn","2","wind10M",1,21,0.00,10,14,0,0,0,0,0,,"easing",0,"by mid evening",,4,
"25Dec2000_02.prn","2","wind10M",2,24,0.00,14,18,0,0,0,0,0,,"easing",1,"late evening","then",11,
"25Dec2000_02.prn","3","wind10M",0,0,0.00,14,18,0,0,0,0,0,,,0,,,0,
"25Dec2000_02.prn","3","wind10M",1,3,22.50,20,24,0,0,0,1,0,,,0,"soon",,3,32
"25Dec2000_02.prn","3","wind10M",2,24,22.50,2,6,0,0,0,0,0,"gradually","decreasing",0,"by late evening","then",9,
"25Dec2000_02.prn","4","wind10M",0,0,22.50,2,6,0,0,0,0,0,,,0,,,0,
"25Dec2000_02.prn","4","wind10M",1,18,67.50,14,18,0,0,0,0,0,,"veering",0,"by evening",,3,
"25Dec2000_15.prn","2","wind10M",0,15,315.00,12,16,0,0,0,0,0,,,0,,,0,
"25Dec2000_15.prn","2","wind10M",1,6,0.00,20,24,0,0,0,1,0,,"veering",0,"by end of period",,3,32
"25Dec2000_15.prn","3","wind10M",0,6,11.25,20,24,0,0,0,1,0,,,0,,,0,32
"25Dec2000_15.prn","3","wind10M",1,21,45.00,12,16,0,0,0,0,0,,"easing",0,"in evening",,6,
"25Dec2000_15.prn","4","wind10M",0,0,45.00,12,16,0,0,0,0,0,,,0,,,0,
"25Dec2000_15.prn","4","wind10M",1,12,112.50,8,12,0,0,0,0,0,,"veering",0,"by afternoon",,3,
"25Dec2001_02.prn","2","wind10M",0,6,348.75,28,32,0,0,0,0,0,,,0,,,0,
"25Dec2001_02.prn","2","wind10M",1,9,348.75,35,40,0,0,0,1,0,,"increasing",0,"soon",,4,55
"25Dec2001_02.prn","2","wind10M",2,24,348.75,25,30,0,0,0,1,0,,"easing",0,"later",",",10,45
"25Dec2001_02.prn","3","wind10M",0,0,348.75,25,30,0,0,0,1,0,,,0,,,0,45
"25Dec2001_02.prn","3","wind10M",1,24,315.00,8,12,0,0,0,0,0,"gradually","easing",0,,,6,
"25Dec2001_02.prn","4","wind10M",0,0,315.00,8,12,0,1,0,0,0,,,0,,,0,
"25Dec2001_02.prn","4","wind10M",1,-99,315.00,0,8,0,0,1,0,0,,"easing",0,,,3,
"25Dec2001_02.prn","4","wind10M",2,24,337.50,15,20,0,0,0,0,0,,"increasing",0,"later",",",10,
"25Dec2001_13.prn","2","wind10M",0,15,0.00,35,40,0,0,0,1,0,,,0,,,0,55
"25Dec2001_13.prn","2","wind10M",1,6,337.50,22,28,0,0,0,0,0,"slowly","easing",0,,,7,
"25Dec2001_13.prn","3","wind10M",0,6,337.50,22,28,0,0,0,0,0,,,0,,,0,
"25Dec2001_13.prn","3","wind10M",1,24,315.00,10,15,0,0,0,0,0,"steadily","backing",0,,,4,
"25Dec2001_13.prn","4","wind10M",0,0,315.00,10,15,0,0,0,0,0,,,0,,,0,
"25Dec2001_13.prn","4","wind10M",1,3,315.00,0,10,0,0,0,0,0,,,0,"soon",,3,
"25Dec2001_13.prn","4","wind10M",2,18,135.00,35,40,0,0,0,0,0,,"backing",0,"by evening",".",7,
"25Dec2001_13.prn","4","wind10M",3,-99,-99.00,12,18,0,0,0,0,0,,"backing",1,,"then",13,
"25Dec2001_13.prn","4","wind10M",4,24,315.00,35,40,0,0,0,0,0,,"backing",1,"later","and",18,
"25Feb2002_03.prn","2","wind10M",0,6,292.50,10,15,0,0,0,0,0,,,0,,,0,
"25Feb2002_03.prn","2","wind10M",1,9,292.50,0,8,0,0,0,0,0,,"easing",0,"soon",,4,
"25Feb2002_03.prn","2","wind10M",2,24,67.50,35,40,0,0,0,1,0,"gradually","backing and increasing",0,,",",9,55
"25Feb2002_03.prn","3","wind10M",0,0,67.50,35,40,0,0,0,1,0,,,0,,,0,55
"25Feb2002_03.prn","3","wind10M",1,24,22.50,20,25,0,0,0,0,0,,"easing",0,,",",6,
"25Feb2002_03.prn","4","wind10M",0,0,22.50,20,25,0,0,0,0,0,,,0,,,0,
"25Feb2002_03.prn","4","wind10M",1,24,348.75,15,20,0,0,0,0,0,,"easing",0,,,4,
"25Feb2002_14.prn","2","wind10M",0,15,-99.00,0,10,0,0,0,0,0,,,0,,,0,
"25Feb2002_14.prn","2","wind10M",1,24,90.00,34,38,0,0,0,1,0,,"increasing",0,"by around midnight",,4,55
"25Feb2002_14.prn","2","wind10M",2,6,67.50,34,38,0,0,0,1,0,,"backing",0,"by morning",",",13,55
"25Feb2002_14.prn","3","wind10M",0,6,45.00,34,38,0,0,0,1,0,,,0,,,0,55
"25Feb2002_14.prn","3","wind10M",1,18,22.50,24,28,0,0,0,1,0,,"backing decreasing",0,"by evening",,5,40
"25Feb2002_14.prn","4","wind10M",0,0,22.50,24,28,0,0,0,1,0,,,0,,,0,40
"25Feb2002_14.prn","4","wind10M",1,12,0.00,8,12,0,0,0,0,0,,"backing",0,"by midday",,5,
"25Feb2002_14.prn","4","wind10M",2,24,0.00,10,15,0,0,0,0,0,,"freshening",0,"later",",",11,
"25Jan2001_04.prn","2","wind10M",0,6,202.50,26,30,0,0,0,1,0,,,0,,,0,40
"25Jan2001_04.prn","2","wind10M",1,15,180.00,26,30,0,0,0,1,0,,"backing",0,"afternoon",,5,40
"25Jan2001_04.prn","2","wind10M",2,21,157.50,32,36,0,0,0,1,0,,"backing",0,"in evening","then",9,50
"25Jan2001_04.prn","3","wind10M",0,0,157.50,32,36,0,0,0,1,0,,,0,,,0,50
"25Jan2001_04.prn","3","wind10M",1,12,180.00,28,32,0,0,0,0,0,,"easing",0,"by late morning",,5,
"25Jan2001_04.prn","3","wind10M",2,24,180.00,24,28,0,0,0,0,0,,"easing",0,"later",",",12,
"25Jan2001_04.prn","4","wind10M",0,0,180.00,24,28,0,0,0,0,0,,,0,,,0,
"25Jan2001_04.prn","4","wind10M",1,-99,180.00,28,32,0,0,1,1,0,,"rising",0,,,3,40
"25Jan2001_04.prn","4","wind10M",2,18,202.50,18,22,0,0,0,0,0,,"veering and easing",0,"by evening","then",11,
"25Jan2001_14.prn","2","wind10M",0,15,180.00,22,28,0,0,0,0,0,,,0,,,0,
"25Jan2001_14.prn","2","wind10M",1,6,157.50,32,38,0,0,0,1,0,,"backing",0,"overnight",,3,48
"25Jan2001_14.prn","3","wind10M",0,6,157.50,32,38,0,0,0,1,0,,,0,,,0,48
"25Jan2001_14.prn","3","wind10M",1,24,180.00,30,35,0,0,0,0,0,"slowly","veering and easing",0,,,6,
"25Jan2001_14.prn","4","wind10M",0,0,180.00,30,35,0,0,0,1,0,,,0,,,0,45
"25Jan2001_14.prn","4","wind10M",1,12,202.50,20,25,0,0,0,0,0,,"veering",0,"by midday",,5,
"25Jan2001_14.prn","4","wind10M",2,24,157.50,20,25,0,0,0,0,0,,"backing",0,"later",".",12,
"25Jan2002_02.prn","2","wind10M",0,6,315.00,25,30,0,0,0,1,0,,,0,,,0,40
"25Jan2002_02.prn","2","wind10M",1,18,-99.00,0,8,0,0,0,0,0,,"easing",0,"by evening",,5,
"25Jan2002_02.prn","2","wind10M",2,24,112.50,15,20,0,0,0,0,0,,"easing",1,"later",",",12,
"25Jan2002_02.prn","3","wind10M",0,0,112.50,15,20,0,0,0,0,0,,,0,,,0,
"25Jan2002_02.prn","3","wind10M",1,9,112.50,28,32,0,0,1,0,0,,"increasing",0,"during morning",,4,
"25Jan2002_02.prn","3","wind10M",2,12,67.50,22,28,0,0,0,0,0,,"backing",0,"by afternoon",",",13,
"25Jan2002_02.prn","3","wind10M",3,24,22.50,22,28,0,0,0,0,0,,"backing",0,"later",",",20,
"25Jan2002_02.prn","4","wind10M",0,0,22.50,22,28,0,0,0,0,0,,,0,,,0,
"25Jan2002_02.prn","4","wind10M",1,18,-99.00,0,8,0,0,0,0,0,,"easing",0,"by evening",,4,
"25Jan2002_13.prn","2","wind10M",0,15,-99.00,5,10,0,0,0,0,0,,,0,,,0,
"25Jan2002_13.prn","2","wind10M",1,18,90.00,5,10,0,0,0,0,0,,"becoming",0,"by evening",,3,
"25Jan2002_13.prn","2","wind10M",2,3,90.00,26,30,0,0,0,0,0,"steadily","rising",0,"after midnight","then",7,
"25Jan2002_13.prn","3","wind10M",0,6,90.00,26,30,0,0,0,0,0,,,0,,,0,
"25Jan2002_13.prn","3","wind10M",1,-99,90.00,20,24,0,0,1,0,0,,"easing",0,,,3,
"25Jan2002_13.prn","3","wind10M",2,18,45.00,30,34,0,0,0,1,0,,"backing",0,"by evening","then",9,42
"25Jan2002_13.prn","4","wind10M",0,0,45.00,30,34,0,0,0,0,0,,,0,,,0,
"25Jan2002_13.prn","4","wind10M",1,12,22.50,16,20,0,0,0,0,0,,"backing",0,"by 1200",,3,
"25Jan2002_13.prn","4","wind10M",2,18,22.50,5,10,0,0,0,0,0,,"decreasing",0,"by evening",",",9,
"25Jan2002_13.prn","4","wind10M",3,24,112.50,16,20,0,0,0,0,0,,"becoming",0,"later","then",14,
"25Jul2000_03.prn","2","wind10M",0,6,45.00,20,24,0,0,0,0,0,,,0,,,0,
"25Jul2000_03.prn","2","wind10M",1,12,45.00,10,14,0,0,0,0,0,"steadily","easing",0,"by early afternoon",,3,
"25Jul2000_03.prn","2","wind10M",2,21,22.50,10,14,0,0,0,0,0,,"backing",0,"in evening",",",10,
"25Jul2000_03.prn","3","wind10M",0,0,22.50,10,14,0,0,0,0,0,,,0,,,0,
"25Jul2000_03.prn","3","wind10M",1,12,22.50,0,10,0,0,0,0,0,,"easing",0,"by afternoon",,3,
"25Jul2000_03.prn","3","wind10M",2,24,-99.00,0,10,0,0,0,0,0,,"becoming",0,"later","then",9,
"25Jul2000_03.prn","4","wind10M",0,0,-99.00,0,10,0,0,0,0,0,,,0,,,0,
"25Jul2000_14.prn","2","wind10M",0,15,67.50,12,15,0,0,0,0,0,,,0,,,0,
"25Jul2000_14.prn","2","wind10M",1,6,67.50,0,12,0,0,0,0,0,,"easing",0,,,4,
"25Jul2000_14.prn","3","wind10M",0,6,67.50,0,12,0,0,0,0,0,,,0,,,0,
"25Jul2000_14.prn","3","wind10M",1,24,-99.00,0,8,0,0,0,0,0,,"becoming",0,,,5,
"25Jul2000_14.prn","4","wind10M",0,0,-99.00,0,8,0,0,0,0,0,,,0,,,0,
"25Jul2001_13.prn","2","wind10M",0,15,225.00,12,18,0,0,0,0,0,,,0,,,0,
"25Jul2001_13.prn","2","wind10M",1,6,247.50,8,12,0,0,0,0,0,,"easing and veering",0,"later",,3,
"25Jul2001_13.prn","3","wind10M",0,6,247.50,8,12,0,0,0,0,0,,,0,,,0,
"25Jul2001_13.prn","3","wind10M",1,12,247.50,0,8,0,0,0,0,0,,"decreasing",0,"soon",,3,
"25Jul2001_13.prn","3","wind10M",2,24,135.00,0,8,0,0,0,0,0,,"backing",0,"later",",",8,
"25Jul2001_13.prn","4","wind10M",0,0,135.00,0,8,0,0,0,0,0,,,0,,,0,
"25Jul2001_13.prn","4","wind10M",1,24,157.50,8,12,0,0,0,0,0,,"freshening",0,"later",,4,
"25Jun2001_16.prn","2","wind10M",0,15,-99.00,0,10,0,0,0,0,0,,,0,,,0,
"25Jun2001_16.prn","2","wind10M",1,6,135.00,0,10,1,0,0,0,0,,,0,,",",1,
"25Jun2001_16.prn","3","wind10M",0,6,135.00,0,10,0,0,0,0,0,,,0,,,0,
"25Jun2001_16.prn","3","wind10M",1,24,90.00,0,10,0,0,0,0,0,"gradually","backing",0,,,4,
"25Jun2001_16.prn","4","wind10M",0,0,90.00,0,10,0,0,0,0,0,,,0,,,0,
"25Jun2001_16.prn","4","wind10M",1,21,45.00,14,18,0,0,0,0,0,,"backing",0,"in evening",,4,
"25Mar2001_03.prn","2","wind10M",0,6,22.50,10,15,0,0,0,0,0,,,0,,,0,
"25Mar2001_03.prn","2","wind10M",1,24,45.00,8,12,0,0,0,0,0,"steadily","becoming",0,,,4,
"25Mar2001_03.prn","3","wind10M",0,0,45.00,8,12,0,0,0,0,0,,,0,,,0,
"25Mar2001_03.prn","3","wind10M",1,-99,135.00,0,10,0,0,0,0,0,,"falling",0,,,3,
"25Mar2001_03.prn","3","wind10M",2,24,202.50,18,22,0,0,0,0,0,,"falling",1,"later","and",8,
"25Mar2001_03.prn","4","wind10M",0,0,202.50,18,22,0,0,0,0,0,,,0,,,0,
"25Mar2001_03.prn","4","wind10M",1,24,202.50,30,35,0,0,0,0,0,,"becoming",0,"by end of period",,4,
"25Mar2001_13.prn","2","wind10M",0,15,22.50,8,12,0,0,0,0,0,,,0,,,0,
"25Mar2001_13.prn","2","wind10M",1,6,22.50,0,8,0,0,0,0,0,,"easing",0,,,4,
"25Mar2001_13.prn","3","wind10M",0,6,22.50,0,8,0,0,0,0,0,,,0,,,0,
"25Mar2001_13.prn","3","wind10M",1,24,157.50,10,15,0,0,0,0,0,"gradually","becoming and increasing",0,"later",,5,
"25Mar2001_13.prn","4","wind10M",0,0,157.50,10,15,0,0,0,0,0,,,0,,,0,
"25Mar2001_13.prn","4","wind10M",1,24,157.50,22,28,0,0,0,0,0,"gradually","increasing",0,,,4,
