"filename","starttime","forecasttime","ftype"
"23Mar2002_08.mmo",23/3/2002 01:00:00,23/3/2002 03:00:00,"normal"
"23Mar2002_21.mmo",23/3/2002 12:00:00,23/3/2002 12:00:00,"normal"
"23May2001_09.mmo",23/5/2001 02:00:00,23/5/2001 04:00:00,"normal"
"23May2001_21.mmo",23/5/2001 13:00:00,23/5/2001 13:00:00,"normal"
"23Nov2000_09.mmo",23/11/2000 01:00:00,23/11/2000 03:00:00,"normal"
"23Nov2000_21.mmo",23/11/2000 12:00:00,23/11/2000 12:00:00,"normal"
"23Nov2001_09.mmo",23/11/2001 01:00:00,23/11/2001 03:00:00,"normal"
"23Nov2001_20.mmo",23/11/2001 12:00:00,23/11/2001 12:00:00,"normal"
"23Oct2000_10.mmo",23/10/2000 02:00:00,23/10/2000 04:00:00,"normal"
"23Oct2001_09.mmo",23/10/2001 02:00:00,23/10/2001 04:00:00,"normal"
"23Oct2001_21.mmo",23/10/2001 13:00:00,23/10/2001 13:00:00,"normal"
"23Sep2000_09.mmo",23/9/2000 02:00:00,23/9/2000 04:00:00,"normal"
"23Sep2000_22.mmo",23/9/2000 13:00:00,23/9/2000 13:00:00,"normal"
"23Sep2001_08.mmo",23/9/2001 02:00:00,23/9/2001 04:00:00,"normal"
"23Sep2001_21.mmo",23/9/2001 13:00:00,23/9/2001 13:00:00,"normal"
"24Apr2001_09.mmo",24/4/2001 02:00:00,24/4/2001 04:00:00,"normal"
"24Apr2001_21.mmo",24/4/2001 13:00:00,24/4/2001 13:00:00,"normal"
"24Apr2002_09.mmo",24/4/2002 02:00:00,24/4/2002 04:00:00,"normal"
"24Apr2002_21.mmo",24/4/2002 13:00:00,24/4/2002 13:00:00,"normal"
"24Aug2000_10.mmo",24/8/2000 02:00:00,24/8/2000 04:00:00,"normal"
"24Aug2000_23.mmo",24/8/2000 13:00:00,24/8/2000 13:00:00,"normal"
"24Aug2001_09.mmo",24/8/2001 02:00:00,24/8/2001 04:00:00,"normal"
"24Aug2001_21.mmo",24/8/2001 13:00:00,24/8/2001 13:00:00,"normal"
"24Dec2000_09.mmo",24/12/2000 01:00:00,24/12/2000 03:00:00,"normal"
"24Dec2000_21.mmo",24/12/2000 12:00:00,24/12/2000 12:00:00,"normal"
"24Dec2001_09.mmo",24/12/2001 01:00:00,24/12/2001 03:00:00,"normal"
"24Dec2001_21.mmo",24/12/2001 12:00:00,24/12/2001 12:00:00,"normal"
"24Feb2001_10.mmo",24/2/2001 01:00:00,24/2/2001 03:00:00,"normal"
"24Feb2001_22.mmo",24/2/2001 12:00:00,24/2/2001 12:00:00,"normal"
"24Feb2002_08.mmo",24/2/2002 01:00:00,24/2/2002 03:00:00,"normal"
"24Jan2001_09.mmo",24/1/2001 01:00:00,24/1/2001 03:00:00,"normal"
"24Jan2001_21.mmo",24/1/2001 12:00:00,24/1/2001 12:00:00,"normal"
"24Jan2002_09.mmo",24/1/2002 01:00:00,24/1/2002 03:00:00,"normal"
"24Jan2002_20.mmo",24/1/2002 12:00:00,24/1/2002 12:00:00,"normal"
"24Jul2000_09.mmo",24/7/2000 02:00:00,24/7/2000 04:00:00,"normal"
"24Jul2001_09.mmo",24/7/2001 02:00:00,24/7/2001 04:00:00,"normal"
"24Jul2001_21.mmo",24/7/2001 13:00:00,24/7/2001 13:00:00,"normal"
"24Jun2000.mmo",24/6/2000 13:00:00,24/6/2000 13:00:00,"normal"
"24Mar2001_09.mmo",24/3/2001 01:00:00,24/3/2001 03:00:00,"normal"
"24Mar2001_21.mmo",24/3/2001 12:00:00,24/3/2001 12:00:00,"normal"
"24Mar2002_08.mmo",24/3/2002 01:00:00,24/3/2002 03:00:00,"normal"
"24Mar2002_21.mmo",24/3/2002 12:00:00,24/3/2002 12:00:00,"normal"
"24May2001_10.mmo",24/5/2001 02:00:00,24/5/2001 04:00:00,"normal"
"24May2001_21.mmo",24/5/2001 13:00:00,24/5/2001 13:00:00,"normal"
"24Nov2000_09.mmo",24/11/2000 01:00:00,24/11/2000 03:00:00,"normal"
"24Nov2000_21.mmo",24/11/2000 12:00:00,24/11/2000 12:00:00,"normal"
"24Nov2001_08.mmo",24/11/2001 01:00:00,24/11/2001 03:00:00,"normal"
"24Nov2001_21.mmo",24/11/2001 12:00:00,24/11/2001 12:00:00,"normal"
"24Oct2000_01.mmo",23/10/2000 13:00:00,23/10/2000 13:00:00,"normal"
"24Oct2000_09.mmo",,,"error"
"24Oct2000_21.mmo",24/10/2000 13:00:00,24/10/2000 13:00:00,"normal"
"24Oct2001_08.mmo",24/10/2001 02:00:00,24/10/2001 04:00:00,"normal"
"24Oct2001_21.mmo",24/10/2001 13:00:00,24/10/2001 13:00:00,"normal"
"24Sep2000_10.mmo",24/9/2000 02:00:00,24/9/2000 04:00:00,"normal"
"24Sep2000_22.mmo",24/9/2000 13:00:00,24/9/2000 13:00:00,"normal"
"24Sep2001_08.mmo",24/9/2001 02:00:00,24/9/2001 04:00:00,"normal"
"24Sep2001_21.mmo",24/9/2001 13:00:00,24/9/2001 13:00:00,"normal"
"25Apr2001_09.mmo",25/4/2001 02:00:00,25/4/2001 04:00:00,"normal"
"25Apr2001_21.mmo",25/4/2001 13:00:00,25/4/2001 13:00:00,"normal"
"25Apr2002_09.mmo",25/4/2002 02:00:00,25/4/2002 04:00:00,"normal"
"25Apr2002_21.mmo",25/4/2002 13:00:00,25/4/2002 13:00:00,"normal"
"25Aug2000_10.mmo",25/8/2000 02:00:00,25/8/2000 04:00:00,"normal"
"25Aug2000_23.mmo",25/8/2000 13:00:00,25/8/2000 13:00:00,"normal"
"25Aug2001_22.mmo",25/8/2001 13:00:00,25/8/2001 13:00:00,"normal"
"25Dec2000_09.mmo",25/12/2000 01:00:00,25/12/2000 03:00:00,"normal"
"25Dec2000_21.mmo",25/12/2000 12:00:00,25/12/2000 12:00:00,"normal"
"25Dec2001_09.mmo",25/12/2001 01:00:00,25/12/2001 03:00:00,"normal"
"25Dec2001_20.mmo",25/12/2001 12:00:00,25/12/2001 12:00:00,"normal"
"25Feb2001_09.mmo",25/2/2001 01:00:00,25/2/2001 03:00:00,"normal"
"25Feb2001_22.mmo",25/2/2001 12:00:00,25/2/2001 12:00:00,"normal"
"25Feb2002_08.mmo",25/2/2002 01:00:00,25/2/2002 03:00:00,"normal"
"25Feb2002_21.mmo",25/2/2002 12:00:00,25/2/2002 12:00:00,"normal"
"25Jan2001_09.mmo",25/1/2001 01:00:00,25/1/2001 03:00:00,"normal"
"25Jan2001_21.mmo",25/1/2001 12:00:00,25/1/2001 12:00:00,"normal"
"25Jan2002_09.mmo",25/1/2002 01:00:00,25/1/2002 03:00:00,"normal"
"25Jan2002_21.mmo",25/1/2002 12:00:00,25/1/2002 12:00:00,"normal"
"25Jul2000_00.mmo",24/7/2000 13:00:00,24/7/2000 13:00:00,"normal"
"25Jul2000_08.mmo",25/7/2000 02:00:00,25/7/2000 04:00:00,"normal"
"25Jul2001_09.mmo",25/7/2001 02:00:00,25/7/2001 04:00:00,"normal"
"25Jul2001_21.mmo",25/7/2001 13:00:00,25/7/2001 13:00:00,"normal"
"25Jun2000.mmo",25/6/2000 13:00:00,25/6/2000 13:00:00,"normal"
"25Jun2001_09.mmo",25/6/2001 02:00:00,25/6/2001 04:00:00,"normal"
"25Mar2001_09.mmo",25/3/2001 02:00:00,25/3/2001 04:00:00,"normal"
"25Mar2001_21.mmo",25/3/2001 13:00:00,25/3/2001 13:00:00,"normal"
"25Mar2002_08.mmo",25/3/2002 01:00:00,25/3/2002 03:00:00,"normal"
"25Mar2002_21.mmo",25/3/2002 12:00:00,25/3/2002 12:00:00,"normal"
"25May2001_09.mmo",25/5/2001 02:00:00,25/5/2001 04:00:00,"normal"
"25May2001_22.mmo",25/5/2001 13:00:00,25/5/2001 13:00:00,"normal"
"25Nov2000_09.mmo",25/11/2000 01:00:00,25/11/2000 03:00:00,"normal"
"25Nov2000_21.mmo",25/11/2000 12:00:00,25/11/2000 12:00:00,"normal"
"25Nov2001_08.mmo",25/11/2001 01:00:00,25/11/2001 03:00:00,"normal"
"25Nov2001_21.mmo",25/11/2001 12:00:00,25/11/2001 12:00:00,"normal"
"25Oct2000_09.mmo",,,"error"
"25Oct2000_14.mmo",25/10/2000 02:00:00,25/10/2000 04:00:00,"normal"
"25Oct2000_21.mmo",25/10/2000 13:00:00,25/10/2000 13:00:00,"normal"
"25Oct2001_09.mmo",25/10/2001 02:00:00,25/10/2001 04:00:00,"normal"
"25Oct2001_21.mmo",25/10/2001 13:00:00,25/10/2001 13:00:00,"normal"
"25Sep2000_09.mmo",25/9/2000 02:00:00,25/9/2000 04:00:00,"normal"
"25Sep2000_23.mmo",25/9/2000 13:00:00,25/9/2000 13:00:00,"normal"
"25Sep2001_21.mmo",25/9/2001 13:00:00,25/9/2001 13:00:00,"normal"
"26Apr2001_21.mmo",26/4/2001 13:00:00,26/4/2001 13:00:00,"normal"
"26Apr2002_09.mmo",26/4/2002 02:00:00,26/4/2002 04:00:00,"normal"
"26Apr2002_21.mmo",26/4/2002 13:00:00,26/4/2002 13:00:00,"normal"
"26Aug2000_09.mmo",26/8/2000 02:00:00,26/8/2000 04:00:00,"normal"
"26Aug2000_22.mmo",26/8/2000 13:00:00,26/8/2000 13:00:00,"normal"
"26Aug2001_09.mmo",26/8/2001 02:00:00,26/8/2001 04:00:00,"normal"
"26Aug2001_22.mmo",26/8/2001 13:00:00,26/8/2001 13:00:00,"normal"
"26Dec2000_09.mmo",26/12/2000 01:00:00,26/12/2000 03:00:00,"normal"
"26Dec2000_21.mmo",26/12/2000 12:00:00,26/12/2000 12:00:00,"normal"
"26Dec2001_09.mmo",26/12/2001 01:00:00,26/12/2001 03:00:00,"normal"
"26Dec2001_20.mmo",26/12/2001 12:00:00,26/12/2001 12:00:00,"normal"
"26Feb2001_09.mmo",26/2/2001 01:00:00,26/2/2001 03:00:00,"normal"
"26Feb2001_22.mmo",26/2/2001 12:00:00,26/2/2001 12:00:00,"normal"
"26Feb2002_09.mmo",26/2/2002 01:00:00,26/2/2002 03:00:00,"normal"
"26Feb2002_21.mmo",26/2/2002 12:00:00,26/2/2002 12:00:00,"normal"
"26Jan2001_09.mmo",26/1/2001 01:00:00,26/1/2001 03:00:00,"normal"
"26Jan2001_22.mmo",26/1/2001 12:00:00,26/1/2001 12:00:00,"normal"
"26Jan2002_09.mmo",26/1/2002 01:00:00,26/1/2002 03:00:00,"normal"
"26Jan2002_21.mmo",26/1/2002 12:00:00,26/1/2002 12:00:00,"normal"
"26Jul2000_23.mmo",26/7/2000 13:00:00,26/7/2000 13:00:00,"normal"
"26Jul2001_09.mmo",26/7/2001 02:00:00,26/7/2001 04:00:00,"normal"
"26Jul2001_21.mmo",26/7/2001 13:00:00,26/7/2001 13:00:00,"normal"
"26Jun2000.mmo",26/6/2000 13:00:00,26/6/2000 13:00:00,"normal"
"26Jun2001_21.mmo",26/6/2001 13:00:00,26/6/2001 13:00:00,"normal"
"26Mar2001_09.mmo",26/3/2001 02:00:00,26/3/2001 04:00:00,"normal"
"26Mar2001_21.mmo",26/3/2001 13:00:00,26/3/2001 13:00:00,"normal"
"26Mar2002_08.mmo",26/3/2002 01:00:00,26/3/2002 03:00:00,"normal"
"26Mar2002_21.mmo",26/3/2002 12:00:00,26/3/2002 12:00:00,"normal"
"26May2001_09.mmo",26/5/2001 02:00:00,26/5/2001 04:00:00,"normal"
"26May2001_22.mmo",26/5/2001 13:00:00,26/5/2001 13:00:00,"normal"
"26Nov2000_09.mmo",26/11/2000 01:00:00,26/11/2000 03:00:00,"normal"
"26Nov2000_21.mmo",26/11/2000 12:00:00,26/11/2000 12:00:00,"normal"
"26Nov2001_09.mmo",26/11/2001 01:00:00,26/11/2001 03:00:00,"normal"
"26Nov2001_21.mmo",26/11/2001 12:00:00,26/11/2001 12:00:00,"normal"
"26Oct2000_09.mmo",26/10/2000 02:00:00,26/10/2000 04:00:00,"normal"
"26Oct2000_21.mmo",26/10/2000 13:00:00,26/10/2000 13:00:00,"normal"
"26Oct2001_09.mmo",26/10/2001 02:00:00,26/10/2001 04:00:00,"normal"
"26Oct2001_21.mmo",26/10/2001 13:00:00,26/10/2001 13:00:00,"normal"
"26Sep2000_10.mmo",26/9/2000 02:00:00,26/9/2000 04:00:00,"normal"
"26Sep2000_23.mmo",26/9/2000 13:00:00,26/9/2000 13:00:00,"normal"
"26Sep2001_08.mmo",26/9/2001 02:00:00,26/9/2001 04:00:00,"normal"
"26Sep2001_21.mmo",26/9/2001 13:00:00,26/9/2001 13:00:00,"normal"
"27Apr2001_09.mmo",27/4/2001 02:00:00,27/4/2001 04:00:00,"normal"
"27Apr2001_21.mmo",27/4/2001 13:00:00,27/4/2001 13:00:00,"normal"
"27Apr2002_09.mmo",27/4/2002 02:00:00,27/4/2002 04:00:00,"normal"
"27Apr2002_21.mmo",27/4/2002 13:00:00,27/4/2002 13:00:00,"normal"
"27Aug2000_09.mmo",27/8/2000 02:00:00,27/8/2000 04:00:00,"normal"
"27Aug2000_23.mmo",27/8/2000 13:00:00,27/8/2000 13:00:00,"normal"
"27Aug2001_09.mmo",27/8/2001 02:00:00,27/8/2001 04:00:00,"normal"
"27Aug2001_21.mmo",27/8/2001 13:00:00,27/8/2001 13:00:00,"normal"
"27Dec2000_09.mmo",27/12/2000 01:00:00,27/12/2000 03:00:00,"normal"
"27Dec2000_21.mmo",27/12/2000 12:00:00,27/12/2000 12:00:00,"normal"
"27Dec2001_09.mmo",27/12/2001 01:00:00,27/12/2001 03:00:00,"normal"
"27Dec2001_22.mmo",27/12/2001 12:00:00,27/12/2001 12:00:00,"normal"
"27Feb2001_09.mmo",27/2/2001 01:00:00,27/2/2001 03:00:00,"normal"
"27Feb2001_21.mmo",27/2/2001 12:00:00,27/2/2001 12:00:00,"normal"
"27Feb2002_09.mmo",27/2/2002 01:00:00,27/2/2002 03:00:00,"normal"
"27Feb2002_21.mmo",27/2/2002 12:00:00,27/2/2002 12:00:00,"normal"
"27Jan2001_09.mmo",27/1/2001 01:00:00,27/1/2001 03:00:00,"normal"
"27Jan2001_22.mmo",27/1/2001 12:00:00,27/1/2001 12:00:00,"normal"
"27Jan2002_09.mmo",27/1/2002 01:00:00,27/1/2002 03:00:00,"normal"
"27Jan2002_21.mmo",27/1/2002 12:00:00,27/1/2002 12:00:00,"normal"
"27Jul2000_09.mmo",27/7/2000 02:00:00,27/7/2000 04:00:00,"normal"
"27Jul2000_23.mmo",27/7/2000 13:00:00,27/7/2000 13:00:00,"normal"
"27Jul2001_09.mmo",27/7/2001 02:00:00,27/7/2001 04:00:00,"normal"
"27Jul2001_21.mmo",27/7/2001 13:00:00,27/7/2001 13:00:00,"normal"
"27Jun2000.mmo",27/6/2000 13:00:00,27/6/2000 13:00:00,"normal"
"27Jun2001_09.mmo",27/6/2001 02:00:00,27/6/2001 04:00:00,"normal"
"27Jun2001_21.mmo",27/6/2001 13:00:00,27/6/2001 13:00:00,"normal"
"27Mar2001_09.mmo",27/3/2001 02:00:00,27/3/2001 04:00:00,"normal"
"27Mar2001_21.mmo",27/3/2001 13:00:00,27/3/2001 13:00:00,"normal"
"27Mar2002_08.mmo",27/3/2002 01:00:00,27/3/2002 03:00:00,"normal"
"27Mar2002_21.mmo",27/3/2002 12:00:00,27/3/2002 12:00:00,"normal"
"27May2001_09.mmo",27/5/2001 02:00:00,27/5/2001 04:00:00,"normal"
"27May2001_21.mmo",27/5/2001 13:00:00,27/5/2001 13:00:00,"normal"
"27Nov2000_09.mmo",27/11/2000 01:00:00,27/11/2000 03:00:00,"normal"
"27Nov2000_21.mmo",27/11/2000 12:00:00,27/11/2000 12:00:00,"normal"
"27Nov2001_09.mmo",27/11/2001 01:00:00,27/11/2001 03:00:00,"normal"
"27Nov2001_21.mmo",27/11/2001 12:00:00,27/11/2001 12:00:00,"normal"
"27Oct2000_09.mmo",27/10/2000 02:00:00,27/10/2000 04:00:00,"normal"
"27Oct2000_19.mmo",27/10/2000 02:00:00,27/10/2000 04:00:00,"duplicate"
"27Oct2001_08.mmo",27/10/2001 02:00:00,27/10/2001 04:00:00,"normal"
"27Oct2001_21.mmo",27/10/2001 13:00:00,27/10/2001 13:00:00,"normal"
"27Sep2000_09.mmo",27/9/2000 02:00:00,27/9/2000 04:00:00,"normal"
"27Sep2000_23.mmo",27/9/2000 13:00:00,27/9/2000 13:00:00,"normal"
"27Sep2001_21.mmo",27/9/2001 13:00:00,27/9/2001 13:00:00,"normal"
"28Apr2001_09.mmo",28/4/2001 02:00:00,28/4/2001 04:00:00,"normal"
"28Apr2001_22.mmo",28/4/2001 13:00:00,28/4/2001 13:00:00,"normal"
"28Apr2002_09.mmo",28/4/2002 02:00:00,28/4/2002 04:00:00,"normal"
"28Apr2002_21.mmo",28/4/2002 13:00:00,28/4/2002 13:00:00,"normal"
"28Aug2000_09.mmo",28/8/2000 02:00:00,28/8/2000 04:00:00,"normal"
"28Aug2000_22.mmo",28/8/2000 13:00:00,28/8/2000 13:00:00,"normal"
"28Aug2001_23.mmo",28/8/2001 13:00:00,28/8/2001 13:00:00,"normal"
"28Dec2000_09.mmo",28/12/2000 01:00:00,28/12/2000 03:00:00,"normal"
"28Dec2000_22.mmo",28/12/2000 12:00:00,28/12/2000 12:00:00,"normal"
"28Dec2001_09.mmo",28/12/2001 01:00:00,28/12/2001 03:00:00,"normal"
"28Dec2001_21.mmo",28/12/2001 12:00:00,28/12/2001 12:00:00,"normal"
"28Feb2001_09.mmo",28/2/2001 12:00:00,28/2/2001 12:00:00,"normal"
"28Feb2001_22.mmo",28/2/2001 12:00:00,28/2/2001 12:00:00,"duplicate"
"28Feb2002_09.mmo",28/2/2002 01:00:00,28/2/2002 03:00:00,"normal"
"28Feb2002_21.mmo",28/2/2002 12:00:00,28/2/2002 12:00:00,"normal"
"28Jan2001_09.mmo",28/1/2001 01:00:00,28/1/2001 03:00:00,"normal"
"28Jan2002_09.mmo",28/1/2002 01:00:00,28/1/2002 03:00:00,"normal"
"28Jan2002_21.mmo",28/1/2002 12:00:00,28/1/2002 12:00:00,"normal"
"28Jul2000_09.mmo",28/7/2000 02:00:00,28/7/2000 04:00:00,"normal"
"28Jul2001_09.mmo",28/7/2001 02:00:00,28/7/2001 04:00:00,"normal"
"28Jul2001_20.mmo",28/7/2001 13:00:00,28/7/2001 13:00:00,"normal"
"28Jun2000.mmo",28/6/2000 13:00:00,28/6/2000 13:00:00,"normal"
"28Jun2001_09.mmo",28/6/2001 02:00:00,28/6/2001 04:00:00,"normal"
"28Jun2001_21.mmo",28/6/2001 13:00:00,28/6/2001 13:00:00,"normal"
"28Mar2001_09.mmo",28/3/2001 02:00:00,28/3/2001 04:00:00,"normal"
"28Mar2001_21.mmo",28/3/2001 13:00:00,28/3/2001 13:00:00,"normal"
"28Mar2002_08.mmo",28/3/2002 01:00:00,28/3/2002 03:00:00,"normal"
"28Mar2002_21.mmo",28/3/2002 12:00:00,28/3/2002 12:00:00,"normal"
"28May2001_09.mmo",28/5/2001 02:00:00,28/5/2001 04:00:00,"normal"
"28May2001_22.mmo",28/5/2001 13:00:00,28/5/2001 13:00:00,"normal"
"28Nov2000_10.mmo",28/11/2000 01:00:00,28/11/2000 03:00:00,"normal"
"28Nov2000_21.mmo",28/11/2000 12:00:00,28/11/2000 12:00:00,"normal"
"28Nov2001_08.mmo",28/11/2001 01:00:00,28/11/2001 03:00:00,"normal"
"28Nov2001_21.mmo",28/11/2001 12:00:00,28/11/2001 12:00:00,"normal"
"28Oct2000_09.mmo",28/10/2000 02:00:00,28/10/2000 04:00:00,"normal"
"28Oct2000_21.mmo",28/10/2000 13:00:00,28/10/2000 13:00:00,"normal"
"28Oct2001_08.mmo",28/10/2001 01:00:00,28/10/2001 03:00:00,"normal"
"28Oct2001_21.mmo",28/10/2001 12:00:00,28/10/2001 12:00:00,"normal"
"28Sep2000_10.mmo",28/9/2000 02:00:00,28/9/2000 04:00:00,"normal"
"28Sep2000_23.mmo",28/9/2000 13:00:00,28/9/2000 13:00:00,"normal"
"28Sep2001_21.mmo",28/9/2001 13:00:00,28/9/2001 13:00:00,"normal"
"29Apr2001_09.mmo",29/4/2001 02:00:00,29/4/2001 04:00:00,"normal"
"29Apr2001_22.mmo",29/4/2001 13:00:00,29/4/2001 13:00:00,"normal"
"29Apr2002_10.mmo",29/4/2002 02:00:00,29/4/2002 04:00:00,"normal"
"29Apr2002_21.mmo",29/4/2002 13:00:00,29/4/2002 13:00:00,"normal"
"29Aug2000_09.mmo",29/8/2000 02:00:00,29/8/2000 04:00:00,"normal"
"29Aug2000_22.mmo",29/8/2000 13:00:00,29/8/2000 13:00:00,"normal"
"29Aug2001_09.mmo",29/8/2001 02:00:00,29/8/2001 04:00:00,"normal"
"29Aug2001_22.mmo",29/8/2001 13:00:00,29/8/2001 13:00:00,"normal"
"29Dec2000_09.mmo",29/12/2000 01:00:00,29/12/2000 03:00:00,"normal"
"29Dec2000_21.mmo",29/12/2000 12:00:00,29/12/2000 12:00:00,"normal"
"29Dec2001_09.mmo",29/12/2001 01:00:00,29/12/2001 03:00:00,"normal"
"29Dec2001_20.mmo",29/12/2001 12:00:00,29/12/2001 12:00:00,"normal"
"29Jan2001_09.mmo",29/1/2001 01:00:00,29/1/2001 03:00:00,"normal"
"29Jan2001_21.mmo",29/1/2001 12:00:00,29/1/2001 12:00:00,"normal"
"29Jan2002_09.mmo",29/1/2002 01:00:00,29/1/2002 03:00:00,"normal"
"29Jan2002_21.mmo",29/1/2002 12:00:00,29/1/2002 12:00:00,"normal"
"29Jul2000_23.mmo",29/7/2000 13:00:00,29/7/2000 13:00:00,"normal"
"29Jul2001_09.mmo",29/7/2001 02:00:00,29/7/2001 04:00:00,"normal"
"29Jul2001_21.mmo",29/7/2001 13:00:00,29/7/2001 13:00:00,"normal"
"29Jun2001_09.mmo",29/6/2001 02:00:00,29/6/2001 04:00:00,"normal"
"29Jun2001_22.mmo",29/6/2001 13:00:00,29/6/2001 13:00:00,"normal"
"29Mar2001_09.mmo",,,"empty"
"29Mar2001_22.mmo",29/3/2001 13:00:00,29/3/2001 13:00:00,"normal"
"29Mar2002_08.mmo",29/3/2002 01:00:00,29/3/2002 03:00:00,"normal"
"29Mar2002_09.mmo",,,"empty"
"29Mar2002_20.mmo",29/3/2002 12:00:00,29/3/2002 12:00:00,"normal"
"29May2001_22.mmo",29/5/2001 13:00:00,29/5/2001 13:00:00,"normal"
"29Nov2000_10.mmo",29/11/2000 01:00:00,29/11/2000 03:00:00,"normal"
"29Nov2000_21.mmo",29/11/2000 12:00:00,29/11/2000 12:00:00,"normal"
"29Nov2001_08.mmo",29/11/2001 01:00:00,29/11/2001 03:00:00,"normal"
"29Oct2000_09.mmo",29/10/2000 01:00:00,29/10/2000 03:00:00,"normal"
"29Oct2000_20.mmo",29/10/2000 12:00:00,29/10/2000 12:00:00,"normal"
"29Oct2001_08.mmo",29/10/2001 01:00:00,29/10/2001 03:00:00,"normal"
"29Oct2001_21.mmo",29/10/2001 12:00:00,29/10/2001 12:00:00,"normal"
"29Sep2000_12.mmo",29/9/2000 02:00:00,29/9/2000 04:00:00,"normal"
"29Sep2001_09.mmo",29/9/2001 02:00:00,29/9/2001 04:00:00,"normal"
"29Sep2001_21.mmo",29/9/2001 13:00:00,29/9/2001 13:00:00,"normal"
"2Apr2001_09.mmo",2/4/2001 02:00:00,2/4/2001 04:00:00,"normal"
"2Apr2001_22.mmo",2/4/2001 13:00:00,2/4/2001 13:00:00,"normal"
"2Apr2002_09.mmo",2/4/2002 02:00:00,2/4/2002 04:00:00,"normal"
"2Apr2002_22.mmo",2/4/2002 13:00:00,2/4/2002 13:00:00,"normal"
"2Aug2000_09.mmo",2/8/2000 02:00:00,2/8/2000 04:00:00,"normal"
"2Aug2000_23.mmo",2/8/2000 13:00:00,2/8/2000 13:00:00,"normal"
"2Aug2001_09.mmo",2/8/2001 02:00:00,2/8/2001 04:00:00,"normal"
"2Aug2001_22.mmo",2/8/2001 13:00:00,2/8/2001 13:00:00,"normal"
"2Dec2000_08.mmo",2/12/2000 01:00:00,2/12/2000 03:00:00,"normal"
"2Dec2000_21.mmo",2/12/2000 12:00:00,2/12/2000 12:00:00,"normal"
"2Dec2001_08.mmo",2/12/2001 01:00:00,2/12/2001 03:00:00,"normal"
"2Dec2001_20.mmo",2/12/2001 12:00:00,2/12/2001 12:00:00,"normal"
"2Feb2001_09.mmo",2/2/2001 01:00:00,2/2/2001 03:00:00,"normal"
"2Feb2001_22.mmo",2/2/2001 12:00:00,2/2/2001 12:00:00,"normal"
"2Feb2002_08.mmo",2/2/2002 01:00:00,2/2/2002 03:00:00,"normal"
"2Feb2002_20.mmo",2/2/2002 12:00:00,2/2/2002 12:00:00,"normal"
"2Jan2001_09.mmo",2/1/2001 01:00:00,2/1/2001 03:00:00,"normal"
"2Jan2001_21.mmo",2/1/2001 12:00:00,2/1/2001 12:00:00,"normal"
"2Jan2002_09.mmo",2/1/2002 01:00:00,2/1/2002 03:00:00,"normal"
"2Jan2002_21.mmo",2/1/2002 12:00:00,2/1/2002 12:00:00,"normal"
"2Jul2000.mmo",2/7/2000 13:00:00,2/7/2000 13:00:00,"normal"
"2Jul2001_09.mmo",2/7/2001 02:00:00,2/7/2001 04:00:00,"normal"
"2Jul2001_21.mmo",2/7/2001 13:00:00,2/7/2001 13:00:00,"normal"
"2Jun2001_09.mmo",2/6/2001 02:00:00,2/6/2001 04:00:00,"normal"
"2Jun2001_21.mmo",2/6/2001 13:00:00,2/6/2001 13:00:00,"normal"
"2Mar2001_09.mmo",2/3/2001 01:00:00,2/3/2001 03:00:00,"normal"
"2Mar2002_09.mmo",2/3/2002 01:00:00,2/3/2002 03:00:00,"normal"
"2Mar2002_20.mmo",2/3/2002 12:00:00,2/3/2002 12:00:00,"normal"
"2May2001_09.mmo",2/5/2001 02:00:00,2/5/2001 04:00:00,"normal"
"2May2001_21.mmo",2/5/2001 13:00:00,2/5/2001 13:00:00,"normal"
"2May2002_09.mmo",2/5/2002 02:00:00,2/5/2002 04:00:00,"normal"
"2May2002_21.mmo",2/5/2002 13:00:00,2/5/2002 13:00:00,"normal"
"2Nov2000_09.mmo",2/11/2000 01:00:00,2/11/2000 03:00:00,"normal"
"2Nov2000_21.mmo",2/11/2000 12:00:00,2/11/2000 12:00:00,"normal"
"2Nov2001_08.mmo",2/11/2001 01:00:00,2/11/2001 03:00:00,"normal"
"2Nov2001_21.mmo",2/11/2001 12:00:00,2/11/2001 12:00:00,"normal"
"2Oct2000_09.mmo",2/10/2000 02:00:00,2/10/2000 04:00:00,"normal"
"2Oct2000_23.mmo",2/10/2000 13:00:00,2/10/2000 13:00:00,"normal"
"2Oct2001_09.mmo",2/10/2001 02:00:00,2/10/2001 04:00:00,"normal"
"2Oct2001_21.mmo",2/10/2001 13:00:00,2/10/2001 13:00:00,"normal"
"2Sep2000_00.mmo",1/9/2000 13:00:00,1/9/2000 13:00:00,"normal"
"2Sep2000_10.mmo",2/9/2000 02:00:00,2/9/2000 04:00:00,"normal"
"2Sep2001_09.mmo",2/9/2001 02:00:00,2/9/2001 04:00:00,"normal"
"2Sep2001_21.mmo",2/9/2001 13:00:00,2/9/2001 13:00:00,"normal"
"30Apr2001_09.mmo",30/4/2001 02:00:00,30/4/2001 04:00:00,"normal"
"30Apr2001_21.mmo",30/4/2001 13:00:00,30/4/2001 13:00:00,"normal"
"30Apr2002_09.mmo",30/4/2002 02:00:00,30/4/2002 04:00:00,"normal"
"30Apr2002_21.mmo",30/4/2002 13:00:00,30/4/2002 13:00:00,"normal"
"30Aug2000_09.mmo",30/8/2000 02:00:00,30/8/2000 04:00:00,"normal"
