"id","filename","section","field","ftext"
1081612523,"3Aug2001_02.prn","5A","wind10M","SW 08-12 BACKING ESE LESS THAN 08 BY MIDDAY MONDAY, THEN ENE 12-16 BY EARLY TUESDAY, VEERING ESE 08-12 TUESDAY AFTERNOON, AND SSE 10-15 LATE TUESDAY"
1081612524,"3Aug2001_02.prn","5A","waveSigHeight","1.0-1.5 FALLING NEAR 1.0 FOR A TIME ON MONDAY"
1081612525,"3Aug2001_02.prn","5B","wind10M","SSE 10-15 VEERING SSW 15-20 BY WEDNESDAY AFTERNOON, THEN WSW 12-16 BY LATE WEDNESDAY, BACKING SSW LESS THAN 08 BY THURSDAY AFTERNOON, AND NE 06-10 BY LATE THURSDAY"
1081612526,"3Aug2001_02.prn","5B","waveSigHeight","1.0-1.5 RISING 1.5-2.0 ON WEDNESDAY, FALLING 1.0-1.5 EARLY THURSDAY"
1081612527,"3Aug2001_15.prn","2","windconf","HIGH"
1081612528,"3Aug2001_15.prn","2","wind10M","SSE 14-18 SOON BECOMING VARIABLE 5-10 THEN WNW 10-14 BY LATE EVENING"
1081612529,"3Aug2001_15.prn","2","wind50M","SSE 18-23 SOON BECOMING VARIABLE 6-12 THEN WNW 12-18 BY LATE EVENING"
1081612530,"3Aug2001_15.prn","2","waveconf","HIGH"
1081612531,"3Aug2001_15.prn","2","waveSigHeight","1.5-2.0 FALLING 1.0-1.5"
1081612532,"3Aug2001_15.prn","2","waveMaxHeight","2.5-3.0 FALLING 1.5-2.5"
1081612533,"3Aug2001_15.prn","2","wavePeriod","4-6"
1081612534,"3Aug2001_15.prn","2","weather","RAIN/MIST/FOG GRADUALLY CLEARING TONIGHT. RISK OF THUNDER"
1081612535,"3Aug2001_15.prn","2","visibility","1-4 BUT LESS THAN 0.5 IN FOG, SLOWLY IMPROVING 6-10 TONIGHT"
1081612536,"3Aug2001_15.prn","2","temperature","13-15"
1081612537,"3Aug2001_15.prn","2","cloud","8 ST 300-800 LOWERING SFC IN FOG, WITH EMBEDDED CB, GRADUALLY BREAKING 5-7 CU/SC 1200-2000 TONIGHT"
1081612538,"3Aug2001_15.prn","2","lightning","HIGH (70-80 PER CENT) FALLING LOW (30) TONIGHT"
1081612539,"3Aug2001_15.prn","3","wind10M","WNW 10-14 BACKING SW BY AFTERNOON"
1081612540,"3Aug2001_15.prn","3","wind50M","WNW 12-18 BACKING SW BY AFTERNOON"
1081612541,"3Aug2001_15.prn","3","waveSigHeight","1.0-1.5 FALLING 0.5-1.0"
1081612542,"3Aug2001_15.prn","3","waveMaxHeight","1.5-2.5 FALLING 1.0-1.5"
1081612543,"3Aug2001_15.prn","3","weather","SCATTERED SHOWERS DEVELOPING"
1081612544,"3Aug2001_15.prn","3","visibility","GOOD LOCALLY MODERATE IN SHOWERS"
1081612545,"3Aug2001_15.prn","4","wind10M","SW 10-14 BACKING SSW 5-10 IN THE MORNING"
1081612546,"3Aug2001_15.prn","4","wind50M","SW 12-18 BACKING SSW 6-12 IN THE MORNING"
1081612547,"3Aug2001_15.prn","4","waveSigHeight","0.5-1.0"
1081612548,"3Aug2001_15.prn","4","waveMaxHeight","1.0-1.5"
1081612549,"3Aug2001_15.prn","4","weather","SCATTERED SHOWERS"
1081612550,"3Aug2001_15.prn","5","wind10M","SSW BECOMING VARIABLE LESS THAN 10 ON MONDAY, BECOMING WNW 10-14 ON TUESDAY"
1081612551,"3Aug2001_15.prn","5","waveSigHeight","0.5-1.0 RISING 1.0-1.5 ON MONDAY AND 1.5-2.0 ON TUESDAY"
1081612552,"4Aug2001_01.prn","2","windconf","HIGH"
1081612553,"4Aug2001_01.prn","2","wind10M","W'LY 08-12 GRADUALLY BACKING SSW"
1081612554,"4Aug2001_01.prn","2","wind50M","W'LY 10-15 GRADUALLY BACKING SSW"
1081612555,"4Aug2001_01.prn","2","waveconf","HIGH"
1081612556,"4Aug2001_01.prn","2","waveSigHeight","AROUND 1.5 FALLING NEAR 1.0 BY EVENING"
1081612557,"4Aug2001_01.prn","2","waveMaxHeight","AROUND 2.5 FALLING NEAR 1.5 BY EVENING"
1081612558,"4Aug2001_01.prn","2","wavePeriod","SEA: 2-4 SWELL: 6-7"
1081612559,"4Aug2001_01.prn","2","weather","SCATTERED SHOWERS DEVELOPING"
1081612560,"4Aug2001_01.prn","2","visibility","6-12 BUT 2-5 IN SHOWERS"
1081612561,"4Aug2001_01.prn","2","temperature","PS 11-13"
1081612562,"4Aug2001_01.prn","2","cloud","5-8 SC 2000-4000 WITH 5-8 CU CB ST 500-1000 IN SHOWERS"
1081612563,"4Aug2001_01.prn","2","lightning","MODERATE (50-60 PERCENT) IN/NEAR SHOWERS"
1081612564,"4Aug2001_01.prn","3","wind10M","SSW 08-12 DECREASING LESS THAN 08 SOON, BECOMING VARIABLE LATER"
1081612565,"4Aug2001_01.prn","3","wind50M","SSW 10-15 DECREASING LESS THAN 10 SOON, BECOMING VARIABLE LATER"
1081612566,"4Aug2001_01.prn","3","waveSigHeight","AROUND 1.0 FALLING 0.5-1.0"
1081612567,"4Aug2001_01.prn","3","waveMaxHeight","AROUND 1.5 FALLING 1.0-1.5"
1081612568,"4Aug2001_01.prn","3","weather","SCATTERED SHOWERS"
1081612569,"4Aug2001_01.prn","3","visibility","GOOD, EXCEPT IN SHOWERS"
1081612570,"4Aug2001_01.prn","4","wind10M","VARIABLE LESS THAN 08 FRESHENING NNE 06-10 BY AFTER- NOON, BACKING N'LY 10-15 LATER"
1081612571,"4Aug2001_01.prn","4","wind50M","VARIABLE LESS THAN 10 FRESHENING NNE 07-12 BY AFTER- NOON, BACKING N'LY 12-18 LATER"
1081612572,"4Aug2001_01.prn","4","waveSigHeight","0.5-1.0 GRADUALLY RISING AROUND 1.5 BY END OF PERIOD"
1081612573,"4Aug2001_01.prn","4","waveMaxHeight","1.0-1.5 GRADUALLY RISING AROUND 2.5 BY END OF PERIOD"
1081612574,"4Aug2001_01.prn","4","weather","SHOWERS TURNING TO A LONGER PERIOD OF RAIN FOR A TIME"
1081612575,"4Aug2001_01.prn","5A","wind10M","N'LY 10-15 BACKING WNW 12-18 BY MIDDAY TUESDAY, THEN W'LY 08-12 BY LATE TUESDAY, AND WSW 10-14 BY MIDDAY WEDNESDAY, VEERING W'LY LESS THAN 08 BY LATE WEDS."
1081612576,"4Aug2001_01.prn","5A","waveSigHeight","AROUND 1.5 RISING 2.0 BY TUESDAY EVENING, AND 2.0-2.5 BY WEDNESDAY AFTERNOON, FALLING MAINLY NEAR 2.0 BY LATE WEDNESDAY"
1081612577,"4Aug2001_01.prn","5B","wind10M","W'LY LESS THAN 08 BACKING/INCREASING SE 20-25 BY LATE THURSDAY, VEERING S'LY LESS THAN 08 BY MIDDAY FRIDAY, THEN SW 08-12 BY LATE FRIDAY"
1081612578,"4Aug2001_01.prn","5B","waveSigHeight","AROUND 2.0 RISING 2.0-2.5 LAT THURSDAY, GRADUALLY FALLING 1.5-2.0 BY LATE FRIDAY"
1081612579,"4Aug2001_13.prn","2","windconf","HIGH"
1081612580,"4Aug2001_13.prn","2","wind10M","S-SW 8-12 EASING 10 OR LESS LATER"
1081612581,"4Aug2001_13.prn","2","wind50M","S-SW 10-15 EASING 12 OR LESS LATER"
1081612582,"4Aug2001_13.prn","2","waveconf","HIGH"
1081612583,"4Aug2001_13.prn","2","waveSigHeight","1.0-1.5 BECOMING 0.5-1.0"
1081612584,"4Aug2001_13.prn","2","waveMaxHeight","1.5-2.5 BECOMING 1.0-1.5"
1081612585,"4Aug2001_13.prn","2","wavePeriod","5-7"
1081612586,"4Aug2001_13.prn","2","weather","PARTLY CLOUDY/CLOUDY WITH SCATTERED SHOWERS"
1081612587,"4Aug2001_13.prn","2","visibility","10 OR MORE BUT 2-5 IN SHOWERS"
1081612588,"4Aug2001_13.prn","2","temperature","PS 12-14"
1081612589,"4Aug2001_13.prn","2","cloud","4-8 CUSC AT 1500-2500 WITH CUCB AT 800 IN SHOWERS"
1081612590,"4Aug2001_13.prn","2","lightning","LOW (10-30 PERCENT) RISING MODERATE (40-60 PERCENT)"
1081612591,"4Aug2001_13.prn","3","wind10M","S-SW 10 OR LESS BACKING S-SE LATER"
1081612592,"4Aug2001_13.prn","3","wind50M","S-SW 12 OR LESS BACKING S-SE LATER"
1081612593,"4Aug2001_13.prn","3","waveSigHeight","MAINLY 0.5-1.0"
1081612594,"4Aug2001_13.prn","3","waveMaxHeight","MAINLY 1.0-1.5"
1081612595,"4Aug2001_13.prn","3","weather","SCATTERED SHOWERS"
1081612596,"4Aug2001_13.prn","3","visibility","GOOD/MODERATE"
1081612597,"4Aug2001_13.prn","4","wind10M","S-SE 10 OR LESS BACKING NE DURING THE MORNING AND N-NE LATER"
1081612598,"4Aug2001_13.prn","4","wind50M","S-SE 12 OR LESS BACKING NE DURING THE MORNING AND N-NE LATER"
1081612599,"4Aug2001_13.prn","4","waveSigHeight","0.5-1.0"
1081612600,"4Aug2001_13.prn","4","waveMaxHeight","1.0-1.5"
1081612601,"4Aug2001_13.prn","4","weather","SCATTERED SHOWERS"
1081612602,"4Aug2001_13.prn","5","wind10M","N-NE 10 OR LESS BACKING W-SW 10-15 BY WEDNESDAY MORNING. LATER BACKING E-SE 10 OR LESS"
1081612603,"4Aug2001_13.prn","5","waveSigHeight","0.5-1.0 BECOMING 1.0-1.5 TUESDAY"
1081612604,"5Aug2001_02.prn","2","windconf","HIGH"
1081612605,"5Aug2001_02.prn","2","wind10M","SW 08-12 BACKING S-SE 02-06 BY LATE AFTERNOON"
1081612606,"5Aug2001_02.prn","2","wind50M","SW 12-15 BACKING S-SE 04-08 BY LATE AFTERNOON"
1081612607,"5Aug2001_02.prn","2","waveconf","HIGH"
1081612608,"5Aug2001_02.prn","2","waveSigHeight","AROUND 1.0 FALLING 0.5-1.0 BY AFTERNOON"
1081612609,"5Aug2001_02.prn","2","waveMaxHeight","AROUND 1.5 FALLING 1.0-1.5 BY AFTERNOON"
1081612610,"5Aug2001_02.prn","2","wavePeriod","SEAS: 02-04. SWELL: 07"
1081612611,"5Aug2001_02.prn","2","weather","PARTLY CLOUDY/CLOUDY WITH SCATTERED SHOWERS DEVELOPING LATER"
1081612612,"5Aug2001_02.prn","2","visibility","10+ FALLING 3-5 IN SHOWERS"
1081612613,"5Aug2001_02.prn","2","temperature","11-14"
1081612614,"5Aug2001_02.prn","2","cloud","3-5 SC 2000-4000 LATER 4-6 CUSC 1500-2500 LOWERING 500-1000 IN SHOWERS WITH OCCASIONAL CB 800"
1081612615,"5Aug2001_02.prn","2","lightning","LOW (20 PER CENT) LATER RISING MODERATE TO HIGH (40-60 PER CENT)"
1081612616,"5Aug2001_02.prn","3","wind10M","SE-ESE 04-08 BACKING NNE BY LATE EVENING"
1081612617,"5Aug2001_02.prn","3","wind50M","SE-ESE 08-12 BACKING NNE BY LATE EVENING"
1081612618,"5Aug2001_02.prn","3","waveSigHeight","0.5-1.0"
1081612619,"5Aug2001_02.prn","3","waveMaxHeight","1.0-1.5"
1081612620,"5Aug2001_02.prn","3","weather","SCATTERED SHOWERS"
1081612621,"5Aug2001_02.prn","3","visibility","GOOD EXCEPT IN SHOWERS"
1081612622,"5Aug2001_02.prn","4","wind10M","NNE 04-08 BACKING W'LY 10-14 BY MIDDAY"
1081612623,"5Aug2001_02.prn","4","wind50M","NNE 08-12 BACKING W'LY 14-18 BY MIDDAY"
1081612624,"5Aug2001_02.prn","4","waveSigHeight","0.5-1.0 RISING TO AROUND 1.5 BY EVENING"
1081612625,"5Aug2001_02.prn","4","waveMaxHeight","1.0-1.5 RISING TO AROUND 2.5 BY EVENING"
1081612626,"5Aug2001_02.prn","4","weather","SCATTERED SHOWERS"
1081612627,"5Aug2001_02.prn","5A","wind10M","W'LY 10-14 SOON WSW-SW 12-16 THEN VEERING W-NW 04-08 BY EARLY THURSDAY EVENING AND NNW 08-12 LATE EVENING"
1081612628,"5Aug2001_02.prn","5A","waveSigHeight","SOON 1.5-2.0 THROUGHOUT"
1081612629,"5Aug2001_13.prn","2","windconf","HIGH"
1081612630,"5Aug2001_13.prn","2","wind10M","W-SW 10 OR LESS SOON VARIABLE THEN NE'LY LATER"
1081612631,"5Aug2001_13.prn","2","wind50M","W-SW 12 OR LESS SOON VARIABLE THEN NE'LY LATER"
1081612632,"5Aug2001_13.prn","2","waveconf","HIGH"
1081612633,"5Aug2001_13.prn","2","waveSigHeight","0.5-1.0"
1081612634,"5Aug2001_13.prn","2","waveMaxHeight","1.0-1.5"
1081612635,"5Aug2001_13.prn","2","wavePeriod","5-7"
1081612636,"5Aug2001_13.prn","2","weather","PARTLY CLOUDY/CLOUDY WITH SCATTERED SHOWERS"
1081612637,"5Aug2001_13.prn","2","visibility","10 OR MORE BECOMING 2-6 IN SHOWERS"
1081612638,"5Aug2001_13.prn","2","temperature","PS 11-13"
1081612639,"5Aug2001_13.prn","2","cloud","4-8 CUSC AT 1500-2500 WITH ISOLATED CUCB AT 800"
1081612640,"5Aug2001_13.prn","2","lightning","MODERATE (40-60 PERCENT)"
1081612641,"5Aug2001_13.prn","3","wind10M","NE 10 OR LESS STEADILY BACKING W'LY 12-18"
1081612642,"5Aug2001_13.prn","3","wind50M","NE 12 OR LESS STEADILY BACKING W'LY 15-22"
1081612643,"5Aug2001_13.prn","3","waveSigHeight","0.5-1.0 RISING TO 1.0-1.5"
1081612644,"5Aug2001_13.prn","3","waveMaxHeight","1.0-1.5 RISING TO 1.5-2.5"
1081612645,"5Aug2001_13.prn","3","weather","SCATTERED SHOWERS"
1081612646,"5Aug2001_13.prn","3","visibility","GOOD BUT MODERATE IN SHOWERS"
1081612647,"5Aug2001_13.prn","4","wind10M","W'LY 12-18 BACKING W-SW 15-20 BY LATE MORNING AND LATER SW 12-18"
1081612648,"5Aug2001_13.prn","4","wind50M","W'LY 15-22 BACKING W-SW 20-25 BY LATE MORNING AND LATER SW 15-22"
1081612649,"5Aug2001_13.prn","4","waveSigHeight","1.0-1.5 BECOMING 1.5-2.0"
1081612650,"5Aug2001_13.prn","4","waveMaxHeight","1.5-2.5 BECOMING 2.5-3.0"
1081612651,"5Aug2001_13.prn","4","weather","SCATTERED SHOWERS"
1081612652,"5Aug2001_13.prn","5","wind10M","SW 12-18 EASING 10 OR LESS WEDNESDAY. VEERING W-NW FOR A TIME THURSDAY. LATER 10-15"
1081612653,"5Aug2001_13.prn","5","waveSigHeight","1.5-2.0 BECOMING MAINLY 1.5 FOR A TIME"
1081612654,"6Aug2001_03.prn","2","windconf","HIGH"
1081612655,"6Aug2001_03.prn","2","wind10M","VARIABLE 02-06 SETTING W'LY 06-10 IN THE EVENING RISK GUSTS TO 25 IN ANY THUNDERSTORM"
1081612656,"6Aug2001_03.prn","2","wind50M","VARIABLE 04-08 SETTING W'LY 10-14 IN THE EVENING RISK GUSTS TO 30 IN ANY THUNDERSTORM"
1081612657,"6Aug2001_03.prn","2","waveconf","HIGH"
1081612658,"6Aug2001_03.prn","2","waveSigHeight","0.5-1.0 LATER RISING TO AROUND 1.0"
1081612659,"6Aug2001_03.prn","2","waveMaxHeight","1.0-1.5 LATER RISING TO AROUND 1.5"
1081612660,"6Aug2001_03.prn","2","wavePeriod","04-07"
1081612661,"6Aug2001_03.prn","2","weather","PARTLY CLOUDY/CLOUDY WITH SCATTERED SHOWERS AND RISK OF AN ISOLATED THUNDERSTORM"
1081612662,"6Aug2001_03.prn","2","visibility","10+ FALLING 3-5 IN SHOWERS"
1081612663,"6Aug2001_03.prn","2","temperature","12-16"
1081612664,"6Aug2001_03.prn","2","cloud","3-6 CUSC 1500-2500 LOWERING 500-1000 IN SHOWERS WITH OCCASIONAL CB 800"
1081612665,"6Aug2001_03.prn","2","lightning","MODERATE (40-60 PER CENT)"
1081612666,"6Aug2001_03.prn","3","wind10M","W'LY 06-10 BACKING SW 14-18 BY MIDDAY"
1081612667,"6Aug2001_03.prn","3","wind50M","W'LY 10-14 BACKING SW 18-22 BY MIDDAY"
1081612668,"6Aug2001_03.prn","3","waveSigHeight","AROUND 1.0 RISING 1.5-2.0 BY MIDDAY"
1081612669,"6Aug2001_03.prn","3","waveMaxHeight","AROUND 1.5 RISING 2.5-3.0 BY MIDDAY"
1081612670,"6Aug2001_03.prn","3","weather","SCATTERED SHOWERS"
1081612671,"6Aug2001_03.prn","3","visibility","GOOD EXCEPT IN SHOWERS"
1081612672,"6Aug2001_03.prn","4","wind10M","SW 14-18 VEERING WSW 08-12 BY MID AFTERNOON AND WNW BY LATE EVENING"
1081612673,"6Aug2001_03.prn","4","wind50M","SW 18-22 VEERING WSW 12-15 BY MID AFTERNOON AND WNW BY LATE EVENING"
1081612674,"6Aug2001_03.prn","4","waveSigHeight","1.5-2.0"
1081612675,"6Aug2001_03.prn","4","waveMaxHeight","2.5-3.0"
1081612676,"6Aug2001_03.prn","4","weather","RAIN OR SHOWERS"
1081612677,"6Aug2001_03.prn","5A","wind10M","WNW 08-12 VEERING NW 16-20 GUSTS 28 BY MIDDAY THURS. THEN GRADUALLY BACKING WSW 10-14 BY FRIDAY EVENING"
1081612678,"6Aug2001_03.prn","5A","waveSigHeight","1.5-2.0 RISING 2.0-2.5 BY MIDDAY THURSDAY THEN GRADUALLY FALLING 1.0-1.5 BY FRIDAY EVENING"
1081612679,"6Aug2001_13.prn","2","windconf","HIGH"
1081612680,"6Aug2001_13.prn","2","wind10M","N-NW 10 OR LESS BACKING OVERNIGHT TO W-SW 12-18"
1081612681,"6Aug2001_13.prn","2","wind50M","N-NW 12 OR LESS BACKING OVERNIGHT TO W-SW 15-22"
1081612682,"6Aug2001_13.prn","2","waveconf","HIGH"
1081612683,"6Aug2001_13.prn","2","waveSigHeight","0.5-1.0 RISING 1.0-1.5 BY END OF PERIOD"
1081612684,"6Aug2001_13.prn","2","waveMaxHeight","1.0-1.5 RISING 1.5-2.5 BY END OF PERIOD"
1081612685,"6Aug2001_13.prn","2","wavePeriod","5-7"
1081612686,"6Aug2001_13.prn","2","weather","SCATTERED SHOWERS WITH A RISK OF THUNDER, MAINLY AT FIRST"
1081612687,"6Aug2001_13.prn","2","visibility","10 OR MORE BUT 2-5 IN SHOWERS"
1081612688,"6Aug2001_13.prn","2","temperature","PS 11-13"
1081612689,"6Aug2001_13.prn","2","cloud","4-8 CUSC AT 1500-2500 WITH EMBEDDED CUCB AT 600"
1081612690,"6Aug2001_13.prn","2","lightning","HIGH (60-80 PERCENT)"
1081612691,"6Aug2001_13.prn","3","wind10M","W-SW 12-18 BECOMING SW 10-15 LATER"
1081612692,"6Aug2001_13.prn","3","wind50M","W-SW 15-22 BECOMING SW 12-18 LATER"
1081612693,"6Aug2001_13.prn","3","waveSigHeight","1.0-1.5 SLOWLY RISING 1.5-2.0"
1081612694,"6Aug2001_13.prn","3","waveMaxHeight","1.5-2.5 SLOWLY RISING 2.5-3.0"
1081612695,"6Aug2001_13.prn","3","weather","SCATTERED SHOWERS"
1081612696,"6Aug2001_13.prn","3","visibility","MAINLY GOOD BUT MODERATE IN SHOWERS"
1081612697,"6Aug2001_13.prn","4","wind10M","SW 10-15 BACKING W'LY 10 OR LESS DURING THE MORNING"
1081612698,"6Aug2001_13.prn","4","wind50M","SW 12-18 BACKING W'LY 12 OR LESS DURING THE MORNING"
1081612699,"6Aug2001_13.prn","4","waveSigHeight","1.5-2.0 BECOMING MAINLY 1.5"
1081612700,"6Aug2001_13.prn","4","waveMaxHeight","2.5-3.0 BECOMING MAINLY 2.5"
1081612701,"6Aug2001_13.prn","4","weather","SCATTERED SHOWERS WITH A LONGER PERIOD OF RAIN FOR A TIME"
1081612702,"6Aug2001_13.prn","5","wind10M","W'LY 10 OR LESS VEERING NW 10-15 THURSDAY. EASING 8-12 FRIDAY AND BACKING S-SW"
1081612703,"6Aug2001_13.prn","5","waveSigHeight","AROUND 1.5 BECOMING 2.0-2.5 FOR A TIME"
1081612704,"7Aug2001_13.prn","2","windconf","HIGH"
1081612705,"7Aug2001_13.prn","2","wind10M","W-SW 8-12 BECOMING 10 OR LESS LATER"
1081612706,"7Aug2001_13.prn","2","wind50M","W-SW 10-15 BECOMING 12 OR LESS LATER"
1081612707,"7Aug2001_13.prn","2","waveconf","HIGH"
1081612708,"7Aug2001_13.prn","2","waveSigHeight","AROUND 1.5 SLOWLY BECOMING 1.5-2.0"
1081612709,"7Aug2001_13.prn","2","waveMaxHeight","AROUND 2.5 SLOWLY BECOMING 2.5-3.0"
1081612710,"7Aug2001_13.prn","2","wavePeriod","6-8"
1081612711,"7Aug2001_13.prn","2","weather","CLOUDY/PARTLY CLOUDY WITH SCATTERED SHOWERS"
1081612712,"7Aug2001_13.prn","2","visibility","10 OR MORE BECOMING 2-5 IN SHOWERS"
1081612713,"7Aug2001_13.prn","2","temperature","PS 10-12"
1081612714,"7Aug2001_13.prn","2","cloud","4-8 CUSC AT 1500-2500 WITH ISOLATED CUCB AT 800"
1081612715,"7Aug2001_13.prn","2","lightning","MODERATE (40-60 PERCENT) FALLING LOW (10-30 PERCENT)"
1081612716,"7Aug2001_13.prn","3","wind10M","W-SW 10 OR LESS VEERING N-NW AND RISING 12-18 LATER"
1081612717,"7Aug2001_13.prn","3","wind50M","W-SW 12 OR LESS VEERING N-NW AND RISING 15-22 LATER"
1081612718,"7Aug2001_13.prn","3","waveSigHeight","1.5-2.0"
1081612719,"7Aug2001_13.prn","3","waveMaxHeight","2.5-3.0"
1081612720,"7Aug2001_13.prn","3","weather","ISOLATED SHOWERS"
1081612721,"7Aug2001_13.prn","3","visibility","MAINLY GOOD"
1081612722,"7Aug2001_13.prn","4","wind10M","N-NW 12-18 RISING 15-20 FOR A TIME. LATER NW 10-15"
1081612723,"7Aug2001_13.prn","4","wind50M","N-NW 15-22 RISING 20-25 FOR A TIME. LATER NW 12-18"
1081612724,"7Aug2001_13.prn","4","waveSigHeight","1.5-2.0 SOON MAINLY 2.0"
1081612725,"7Aug2001_13.prn","4","waveMaxHeight","2.5-3.0 SOON MAINLY 3.0"
1081612726,"7Aug2001_13.prn","4","weather","SCATTERED SHOWERS"
1081612727,"7Aug2001_13.prn","5","wind10M","NW 10-15 SOON W-SW 8-12. BACKING LATER S'LY 12-18"
1081612728,"7Aug2001_13.prn","5","waveSigHeight","AROUND 2.0 FALLING 1.0-1.5 BY SATURDAY MORNING"
1081612729,"8Aug2001_02.prn","2","windconf","HIGH"
1081612730,"8Aug2001_02.prn","2","wind10M","WNW 06-10 GRADUALLY VEERING N'LY 12-16 BY EVENING"
1081612731,"8Aug2001_02.prn","2","wind50M","WNW 10-14 GRADUALLY VEERING N'LY 15-20 BY EVENING"
1081612732,"8Aug2001_02.prn","2","waveconf","HIGH"
1081612733,"8Aug2001_02.prn","2","waveSigHeight","1.5-2.0"
1081612734,"8Aug2001_02.prn","2","waveMaxHeight","2.5-3.0"
1081612735,"8Aug2001_02.prn","2","wavePeriod","05-08"
1081612736,"8Aug2001_02.prn","2","weather","PARTLY CLOUDY/CLOUDY WITH ISOLATED SHOWERS AT FIRST THEN FAIR FOR A TIME BUT BECOMING CLOUDY/OVERCAST/ MISTY WITH RAIN IN THE EVENING"
1081612737,"8Aug2001_02.prn","2","visibility","10+ FALLING 3-5 IN ANY SHOWERS/FRONTAL MIST/RAIN"
1081612738,"8Aug2001_02.prn","2","temperature","10-12"
1081612739,"8Aug2001_02.prn","2","cloud","3-5 CUSC 1500-2500 LOWERING 500-1000 IN SHOWERS WITH ISOLATED CB 1000 LIFTING TO 3-5 SC 2500-4000 FOR A TIME THEN INCREASING 4-6 ST 500-700 8 SC 1200-1800 IN THE EVENING"
1081612740,"8Aug2001_02.prn","2","lightning","LOW (20 PER CENT) LATER FALLING NIL."
1081612741,"8Aug2001_02.prn","3","wind10M","N'LY 12-16 BACKING NNW-NW 20-24 GUSTS 32 BY MIDDAY"
1081612742,"8Aug2001_02.prn","3","wind50M","N'LY 15-20 BACKING NNW-NW 26-30 GUSTS 38 BY MIDDAY"
1081612743,"8Aug2001_02.prn","3","waveSigHeight","1.5-2.0 RISING TO AROUND 2.5 BY EVENING"
1081612744,"8Aug2001_02.prn","3","waveMaxHeight","2.5-3.0 RISING TO AROUND 4.0 BY EVENING"
1081612745,"8Aug2001_02.prn","3","weather","OVERCAST/MISTY WITH RAIN AT FIRST,LATER BREAKING PARTLY CLOUDY/CLOUDY WITH SCATTERED SHOWERS"
1081612746,"8Aug2001_02.prn","3","visibility","MODERATE LATER GOOD EXCEPT IN SHOWERS"
1081612747,"8Aug2001_02.prn","4","wind10M","NW 18-22 GUSTS 30 GRADUALLY BACKING WSW 08-12 BY LATE AFTERNOON"
1081612748,"8Aug2001_02.prn","4","wind50M","NW 22-28 GUSTS 36 GRADUALLY BACKING WSW 12-15 BY LATE AFTERNOON"
1081612749,"8Aug2001_02.prn","4","waveSigHeight","AROUND 2.5 FALLING 1.5-2.0 BY LATE AFTERNOON"
1081612750,"8Aug2001_02.prn","4","waveMaxHeight","AROUND 4.0 FALLING 2.5-3.0 BY LATE AFTERNOON"
1081612751,"8Aug2001_02.prn","4","weather","SCATTERED SHOWERS DYING OUT BY MIDDAY"
1081612752,"8Aug2001_02.prn","5A","wind10M","WSW 10-14 BACKING SSW 22-26 BY MIDDAY SATURDAY THEN SLOWLY DECREASING 08-12 BY LATE SUNDAY"
1081612753,"8Aug2001_02.prn","5A","waveSigHeight","1.5-2.0 RISING 2.5-3.0 BY LATE SATURDAY AFTERNOON THEN FALLING TO AROUND 2.0 BY SUNDAY AFTERNOON"
1081612754,"8Aug2001_13.prn","2","windconf","HIGH"
1081612755,"8Aug2001_13.prn","2","wind10M","N'LY 8-12 STEADILY RISING N-NW 18-22"
1081612756,"8Aug2001_13.prn","2","wind50M","N'LY 10-15 STEADILY RISING N-NW 22-28"
1081612757,"8Aug2001_13.prn","2","waveconf","HIGH"
1081612758,"8Aug2001_13.prn","2","waveSigHeight","1.0-1.5 INCREASING TO 2.0-2.5"
1081612759,"8Aug2001_13.prn","2","waveMaxHeight","1.5-2.5 INCREASING TO 3.0-4.0"
1081612760,"8Aug2001_13.prn","2","wavePeriod","3-5 WIND WAVE, 6-7 SWELL"
1081612761,"8Aug2001_13.prn","2","weather","PARTLY CLOUDY/CLOUDY BECOMING OVERCAST/MISTY WITH PERIODS OF RAIN TONIGHT"
1081612762,"8Aug2001_13.prn","2","visibility","10 OR MORE BECOMING 2-5 IN RAIN/MIST"
1081612763,"8Aug2001_13.prn","2","temperature","PS 11-13"
1081612764,"8Aug2001_13.prn","2","cloud","4-8 CUSC AT 1500-2500 BECOMING 7-8 STSC AT 600-1200"
1081612765,"8Aug2001_13.prn","2","lightning","LOW (10-30 PERCENT)"
1081612766,"8Aug2001_13.prn","3","wind10M","N-NW 18-22 RISING 20-25 GUSTS 35 FOR A TIME. LATER NW"
1081612767,"8Aug2001_13.prn","3","wind50M","N-NW 22-28 RISING 25-32 GUSTS 42 FOR A TIME. LATER NW"
1081612768,"8Aug2001_13.prn","3","waveSigHeight","2.0-2.5"
1081612769,"8Aug2001_13.prn","3","waveMaxHeight","3.0-4.0"
1081612770,"8Aug2001_13.prn","3","weather","OVERCAST WITH PERIODS OF RAIN/MIST CLEARING LATER TO SCATTERED SHOWERS"
1081612771,"8Aug2001_13.prn","3","visibility","GOOD/MODERATE"
1081612772,"8Aug2001_13.prn","4","wind10M","NW 18-22 BACKING AND EASING W-SW 8-12"
1081612773,"8Aug2001_13.prn","4","wind50M","NW 22-28 BACKING AND EASING W-SW 10-15"
1081612774,"8Aug2001_13.prn","4","waveSigHeight","2.0-2.5 DECREASING TO 1.5-2.0"
1081612775,"8Aug2001_13.prn","4","waveMaxHeight","3.0-4.0 DECREASING TO 2.5-3.0"
1081612776,"8Aug2001_13.prn","4","weather","SCATTERED SHOWERS SOON DYING OUT"
