"filename","ftime","timetext","winddir","windspeed","gust10m","gust50m","sigwave","waveperiod","swelldir","swellheight","swellperiod"
"21Feb2002_15.tab",23/2/2002 03:00:00,"23/03","N",24,30,37,5.30,8.50,"NW",4.90,14
"21Feb2002_15.tab",23/2/2002 06:00:00,"23/06","N",27,33,42,5.80,9.30,"NW",5.10,13
"21Feb2002_15.tab",23/2/2002 09:00:00,"23/09","NNW",28,35,43,6.20,9.90,"NNW",5.30,13
"21Feb2002_15.tab",23/2/2002 12:00:00,"23/12","NNW",30,37,46,6.40,10.20,"NNW",5.70,13
"21Feb2002_15.tab",23/2/2002 15:00:00,"23/15","NNW",30,37,46,6.80,10.80,"NNW",5.90,13
"21Feb2002_15.tab",23/2/2002 18:00:00,"23/18","NW",30,37,46,7.00,11.20,"NNW",6.10,13
"21Feb2002_15.tab",23/2/2002 21:00:00,"23/21","NW",29,36,45,7.30,11.60,"NNW",6.30,13
"21Feb2002_15.tab",24/2/2002 00:00:00,"24/00","NW",29,36,45,7.50,12.00,"NW",6.50,14
"21Feb2002_15.tab",24/2/2002 03:00:00,"24/03","NW",25,31,39,7.40,11.80,"NW",6.40,14
"21Feb2002_15.tab",24/2/2002 06:00:00,"24/06","NW",24,30,37,7.30,11.60,"NW",6.30,14
"21Feb2002_15.tab",24/2/2002 09:00:00,"24/09","NW",24,30,37,7.20,11.50,"NW",6.20,14
"21Feb2002_15.tab",24/2/2002 12:00:00,"24/12","NW",24,30,37,7.00,11.20,"NW",6.00,14
"21Jan2001_03.tab",21/1/2001 06:00:00,"21/06","SSE",28,35,43,3.20,5.10,"SSE",1.20,9
"21Jan2001_03.tab",21/1/2001 09:00:00,"21/09","SSE",32,40,50,3.80,6.10,"SSE",1.50,10
"21Jan2001_03.tab",21/1/2001 12:00:00,"21/12","SSE",34,42,52,4.50,7.20,"SSE",2.00,10
"21Jan2001_03.tab",21/1/2001 15:00:00,"21/15","SSE",36,45,56,5.20,8.30,"SSE",2.50,11
"21Jan2001_03.tab",21/1/2001 18:00:00,"21/18","SSE",38,47,58,6.00,9.60,"SSE",2.80,11
"21Jan2001_03.tab",21/1/2001 21:00:00,"21/21","SSE",38,47,58,6.50,10.40,"SSE",3.20,11
"21Jan2001_03.tab",22/1/2001 00:00:00,"22/00","SSE",36,45,56,6.80,10.80,"SSE",3.50,11
"21Jan2001_03.tab",22/1/2001 03:00:00,"22/03","SSE",34,42,52,6.40,10.20,"SSE",3.80,11
"21Jan2001_03.tab",22/1/2001 06:00:00,"22/06","SSE",34,42,52,6.20,9.90,"SSE",4.00,11
"21Jan2001_03.tab",22/1/2001 09:00:00,"22/09","SSE",32,40,50,6.00,9.60,"SSE",4.00,11
"21Jan2001_03.tab",22/1/2001 12:00:00,"22/12","SSE",32,40,50,6.00,9.60,"SSE",4.00,11
"21Jan2001_03.tab",22/1/2001 15:00:00,"22/15","SE",34,42,52,5.90,9.40,"SSE",4.00,11
"21Jan2001_03.tab",22/1/2001 18:00:00,"22/18","SE",36,45,56,5.80,9.30,"SSE",4.00,11
"21Jan2001_03.tab",22/1/2001 21:00:00,"22/21","SE",38,47,58,6.00,9.60,"SSE",4.00,11
"21Jan2001_03.tab",23/1/2001 00:00:00,"23/00","SE",38,47,58,6.50,10.40,"SSE",4.20,11
"21Jan2001_03.tab",23/1/2001 03:00:00,"23/03","SE",38,47,58,6.80,10.90,"SSE",4.50,11
"21Jan2001_03.tab",23/1/2001 06:00:00,"23/06","SE",40,50,62,7.20,11.50,"SSE",4.50,11
"21Jan2001_03.tab",23/1/2001 09:00:00,"23/09","SE",38,47,58,7.40,11.80,"SSE",4.50,11
"21Jan2001_03.tab",23/1/2001 12:00:00,"23/12","SE",36,45,56,7.30,11.70,"SSE",4.50,11
"21Jan2001_03.tab",23/1/2001 15:00:00,"23/15","SE",32,40,50,6.20,9.90,"SE",4.20,11
"21Jan2001_03.tab",23/1/2001 18:00:00,"23/18","SE",33,41,51,6.00,9.60,"SE",4.00,11
"21Jan2001_03.tab",23/1/2001 21:00:00,"23/21","SE",34,42,52,6.70,10.70,"SE",4.30,11
"21Jan2001_03.tab",24/1/2001 00:00:00,"24/00","SE",39,48,60,7.40,11.80,"SE",4.50,11
"21Jan2001_14.tab",21/1/2001 18:00:00,"21/18","SSE",36,45,56,5.70,9.10,"SSE",3.00,11
"21Jan2001_14.tab",21/1/2001 21:00:00,"21/21","SSE",37,46,57,6.50,10.40,"SSE",4.00,11
"21Jan2001_14.tab",22/1/2001 00:00:00,"22/00","SSE",37,46,57,6.90,11.00,"SSE",5.00,12
"21Jan2001_14.tab",22/1/2001 03:00:00,"22/03","SSE",34,42,53,6.90,11.00,"SSE",5.30,12
"21Jan2001_14.tab",22/1/2001 06:00:00,"22/06","SSE",33,41,51,6.70,10.70,"SSE",5.60,12
"21Jan2001_14.tab",22/1/2001 09:00:00,"22/09","SSE",32,40,49,6.30,10.10,"SSE",5.40,11
"21Jan2001_14.tab",22/1/2001 12:00:00,"22/12","SSE",35,43,54,6.50,10.40,"SSE",5.20,12
"21Jan2001_14.tab",22/1/2001 15:00:00,"22/15","SE",36,45,56,6.90,11.00,"SSE",5.50,12
"21Jan2001_14.tab",22/1/2001 18:00:00,"22/18","SE",38,47,59,7.40,11.80,"SSE",5.80,12
"21Jan2001_14.tab",22/1/2001 21:00:00,"22/21","SE",38,47,59,7.60,12.20,"SSE",6.20,12
"21Jan2001_14.tab",23/1/2001 00:00:00,"23/00","SE",39,48,60,8.00,12.80,"SSE",6.60,12
"21Jan2001_14.tab",23/1/2001 03:00:00,"23/03","SE",38,47,58,7.60,12.20,"SSE",6.30,12
"21Jan2001_14.tab",23/1/2001 06:00:00,"23/06","SE",40,50,62,7.20,11.50,"SSE",6.20,11
"21Jan2001_14.tab",23/1/2001 09:00:00,"23/09","SE",39,48,60,7.30,11.70,"SSE",6.10,11
"21Jan2001_14.tab",23/1/2001 12:00:00,"23/12","SE",39,48,60,7.50,12.00,"SSE",6.00,11
"21Jan2001_14.tab",23/1/2001 15:00:00,"23/15","SE",37,46,57,7.50,12.00,"SSE",5.90,11
"21Jan2001_14.tab",23/1/2001 18:00:00,"23/18","SE",36,45,56,7.30,11.70,"SSE",6.10,11
"21Jan2001_14.tab",23/1/2001 21:00:00,"23/21","SE",37,46,57,7.50,12.00,"SE",6.30,12
"21Jan2001_14.tab",24/1/2001 00:00:00,"24/00","SE",41,51,63,8.20,13.10,"SE",6.50,12
"21Jan2001_14.tab",24/1/2001 03:00:00,"24/03","SE",38,47,58,7.50,12.00,"SE",5.70,12
"21Jan2001_14.tab",24/1/2001 06:00:00,"24/06","SE",35,43,53,6.20,9.90,"SE",5.00,11
"21Jan2001_14.tab",24/1/2001 09:00:00,"24/09","SSE",33,41,51,5.30,8.50,"SSE",4.20,11
"21Jan2001_14.tab",24/1/2001 12:00:00,"24/12","S",30,37,46,4.90,7.80,"SSE",3.50,11
"21Jul2000_11.tab",21/7/2000 19:00:00,"21/18","WNW",5,6,7,1.10,1.80,"W",1.10,8
"21Jul2000_11.tab",21/7/2000 22:00:00,"21/21","WNW",4,5,6,1.00,1.60,"W",1.00,7
"21Jul2000_11.tab",22/7/2000 01:00:00,"22/00","NW",4,5,6,0.90,1.40,"W",0.90,7
"21Jul2000_11.tab",22/7/2000 04:00:00,"22/03","NW",4,5,6,0.90,1.40,"W",0.90,7
"21Jul2000_11.tab",22/7/2000 07:00:00,"22/06","NNW",4,5,6,0.90,1.40,"W",0.90,7
"21Jul2000_11.tab",22/7/2000 10:00:00,"22/09","N",6,7,9,0.90,1.40,"W",0.90,7
"21Jul2000_11.tab",22/7/2000 13:00:00,"22/12","N",7,8,10,0.90,1.40,"W",0.90,7
"21Jul2000_11.tab",22/7/2000 16:00:00,"22/15","N",8,10,12,1.00,1.60,"W",0.90,8
"21Jul2000_11.tab",22/7/2000 19:00:00,"22/18","N",10,12,15,1.10,1.80,"W",0.90,8
"21Jul2000_11.tab",22/7/2000 22:00:00,"22/21","NNE",12,15,18,1.20,1.90,"W",0.90,8
"21Jul2000_11.tab",23/7/2000 01:00:00,"23/00","NNE",14,17,21,1.40,2.20,"W",0.90,8
"21Jul2000_11.tab",23/7/2000 04:00:00,"23/03","NNE",15,18,23,1.50,2.40,"W",0.90,8
"21Jul2000_11.tab",23/7/2000 07:00:00,"23/06","NNE",17,21,26,1.60,2.60,"NW",0.80,8
"21Jul2000_11.tab",23/7/2000 10:00:00,"23/09","NNE",18,22,28,1.70,2.70,"NNW",0.70,9
"21Jul2000_11.tab",23/7/2000 13:00:00,"23/12","NNE",19,23,29,1.90,3.00,"NNW",0.60,9
"21Jul2000_11.tab",23/7/2000 16:00:00,"23/15","NNE",20,25,31,2.10,3.40,"NNE",0.40,10
"21Jul2000_11.tab",23/7/2000 19:00:00,"23/18","NNE",21,26,32,2.30,3.70,"NNE",0.30,11
"21Jul2000_11.tab",23/7/2000 22:00:00,"23/21","NNE",22,27,34,2.50,4.00,"NNE",0.10,11
"21Jul2000_11.tab",24/7/2000 01:00:00,"24/00","NNE",24,30,37,2.80,4.50,"NNE",0.00,13
"21Jul2000_11.tab",24/7/2000 04:00:00,"24/03","NE",19,23,29,2.60,4.20,"NNE",1.50,8
"21Jul2000_11.tab",24/7/2000 07:00:00,"24/06","NE",17,21,26,2.20,3.50,"NNE",1.50,8
"21Jul2000_11.tab",24/7/2000 10:00:00,"24/09","NNE",17,21,26,2.10,3.40,"NNE",1.20,7
"21Jul2000_11.tab",24/7/2000 13:00:00,"24/12","NNE",17,21,26,2.00,3.20,"NNE",1.00,7
"21Jul2000_11.tab",24/7/2000 16:00:00,"24/15","NNE",17,21,26,1.90,3.00,"NNE",0.90,7
"21Jul2000_11.tab",24/7/2000 19:00:00,"24/18","NNE",17,21,26,1.90,3.00,"NNE",0.80,9
"21Jul2000_11.tab",24/7/2000 22:00:00,"24/21","NNE",17,21,26,1.80,2.90,"NNE",0.70,9
"21Jul2000_11.tab",25/7/2000 01:00:00,"25/00","NNE",17,21,26,1.80,2.90,"NNE",0.60,9
"21Jul2000_11.tab",25/7/2000 04:00:00,"25/03","NNE",16,20,24,1.70,2.70,"NNE",0.90,7
"21Jul2000_11.tab",25/7/2000 07:00:00,"25/06","NNE",15,18,23,1.70,2.70,"NNE",1.10,7
"21Jul2000_11.tab",25/7/2000 10:00:00,"25/09","NNE",15,18,23,1.70,2.70,"NNE",1.10,7
"21Jul2000_11.tab",25/7/2000 13:00:00,"25/12","NNE",14,17,21,1.60,2.60,"NNE",1.10,7
"21Jul2000_11.tab",25/7/2000 16:00:00,"25/15","NNE",13,16,20,1.70,2.70,"NNE",1.20,7
"21Jul2000_11.tab",25/7/2000 19:00:00,"25/18","NNE",12,15,18,1.60,2.60,"NNE",1.30,7
"21Jul2000_11.tab",25/7/2000 22:00:00,"25/21","NNE",11,13,17,1.50,2.40,"NNE",1.20,7
"21Jul2000_11.tab",26/7/2000 01:00:00,"26/00","NNE",9,11,14,1.30,2.10,"NNE",1.20,7
"21Jul2000_11.tab",26/7/2000 04:00:00,"26/03","NNE",9,11,14,1.30,2.10,"N",1.20,7
"21Jul2000_11.tab",26/7/2000 07:00:00,"26/06","NNE",9,11,14,1.20,1.90,"N",1.10,7
"21Jul2000_11.tab",26/7/2000 10:00:00,"26/09","NNE",8,10,12,1.20,1.90,"N",1.10,7
"21Jul2000_11.tab",26/7/2000 13:00:00,"26/12","NNE",8,10,12,1.20,1.90,"N",1.10,7
"21Jul2000_11.tab",26/7/2000 16:00:00,"26/15","NNE",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_11.tab",26/7/2000 19:00:00,"26/18","NNE",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_11.tab",26/7/2000 22:00:00,"26/21","N",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_11.tab",27/7/2000 01:00:00,"27/00","N",7,8,10,1.10,1.80,"N",1.00,7
"21Jul2000_11.tab",27/7/2000 04:00:00,"27/03","N",7,8,10,1.00,1.60,"N",1.00,7
"21Jul2000_11.tab",27/7/2000 07:00:00,"27/06","NNW",9,11,14,1.10,1.80,"N",1.00,7
"21Jul2000_11.tab",27/7/2000 10:00:00,"27/09","NW",10,12,15,1.10,1.80,"N",1.00,7
"21Jul2000_11.tab",27/7/2000 13:00:00,"27/12","NW",12,15,18,1.20,1.90,"N",0.90,7
"21Jul2000_11.tab",27/7/2000 16:00:00,"27/15","NW",14,17,21,1.40,2.20,"N",0.90,7
"21Jul2000_11.tab",27/7/2000 19:00:00,"27/18","NW",17,21,26,1.50,2.40,"N",0.80,8
"21Jul2000_11.tab",27/7/2000 22:00:00,"27/21","NW",21,26,32,1.80,2.90,"NNW",0.60,9
"21Jul2000_11.tab",28/7/2000 01:00:00,"28/00","NW",25,31,39,2.30,3.70,"NW",0.30,10
"21Jul2000_11.tab",28/7/2000 04:00:00,"28/03","NW",25,31,39,2.70,4.30,"NW",0.10,11
"21Jul2000_11.tab",28/7/2000 07:00:00,"28/06","NW",25,31,39,3.00,4.80,"NW",0.00,13
"21Jul2000_11.tab",28/7/2000 10:00:00,"28/09","NNW",25,31,39,3.30,5.30,"NNW",0.00,13
"21Jul2000_11.tab",28/7/2000 13:00:00,"28/12","NNW",25,31,39,3.40,5.40,"NNW",0.00,13
"21Jul2000_22.tab",22/7/2000 07:00:00,"22/06","NNW",5,6,7,0.90,1.40,"W",0.90,7
"21Jul2000_22.tab",22/7/2000 10:00:00,"22/09","N",6,7,9,0.90,1.40,"W",0.90,7
"21Jul2000_22.tab",22/7/2000 13:00:00,"22/12","N",8,10,12,1.00,1.60,"W",0.90,7
"21Jul2000_22.tab",22/7/2000 16:00:00,"22/15","N",9,11,14,1.00,1.60,"W",0.90,7
"21Jul2000_22.tab",22/7/2000 19:00:00,"22/18","N",10,12,15,1.10,1.80,"W",0.90,7
"21Jul2000_22.tab",22/7/2000 22:00:00,"22/21","N",11,13,17,1.10,1.80,"W",0.90,8
"21Jul2000_22.tab",23/7/2000 01:00:00,"23/00","NNE",13,16,20,1.30,2.10,"W",0.90,9
"21Jul2000_22.tab",23/7/2000 04:00:00,"23/03","NNE",14,17,21,1.40,2.20,"W",0.80,9
"21Jul2000_22.tab",23/7/2000 07:00:00,"23/06","NNE",16,20,24,1.40,2.20,"WNW",0.70,9
"21Jul2000_22.tab",23/7/2000 10:00:00,"23/09","NNE",17,21,26,1.60,2.60,"NW",0.70,8
"21Jul2000_22.tab",23/7/2000 13:00:00,"23/12","NNE",19,23,29,1.80,2.90,"N",0.60,9
"21Jul2000_22.tab",23/7/2000 16:00:00,"23/15","NNE",20,25,31,2.00,3.20,"N",0.40,10
"21Jul2000_22.tab",23/7/2000 19:00:00,"23/18","NNE",21,26,32,2.30,3.70,"NNE",0.30,11
"21Jul2000_22.tab",23/7/2000 22:00:00,"23/21","NNE",22,27,34,2.50,4.00,"NNE",0.20,11
"21Jul2000_22.tab",24/7/2000 01:00:00,"24/00","NNE",23,28,35,2.70,4.30,"NNE",0.00,11
"21Jul2000_22.tab",24/7/2000 04:00:00,"24/03","NNE",24,30,37,3.00,4.80,"NNE",0.00,13
"21Jul2000_22.tab",24/7/2000 07:00:00,"24/06","NNE",25,31,39,3.30,5.30,"NNE",0.00,13
"21Jul2000_22.tab",24/7/2000 10:00:00,"24/09","NNE",26,32,40,3.50,5.60,"NNE",0.00,14
"21Jul2000_22.tab",24/7/2000 13:00:00,"24/12","NNE",27,33,42,3.80,6.10,"NNE",0.00,14
"21Jul2000_22.tab",24/7/2000 16:00:00,"24/15","NE",19,23,29,3.20,5.10,"NNE",2.40,9
"21Jul2000_22.tab",24/7/2000 19:00:00,"24/18","NE",17,21,26,2.60,4.20,"NNE",2.00,8
"21Jul2000_22.tab",24/7/2000 22:00:00,"24/21","NNE",17,21,26,2.20,3.50,"NNE",1.50,8
"21Jul2000_22.tab",25/7/2000 01:00:00,"25/00","NNE",17,21,26,2.00,3.20,"NNE",1.10,8
"21Jul2000_22.tab",25/7/2000 04:00:00,"25/03","NNE",16,20,24,1.90,3.00,"NNE",1.10,7
"21Jul2000_22.tab",25/7/2000 07:00:00,"25/06","NNE",15,18,23,1.80,2.90,"NNE",1.20,7
"21Jul2000_22.tab",25/7/2000 10:00:00,"25/09","NNE",15,18,23,1.70,2.70,"NNE",1.20,7
"21Jul2000_22.tab",25/7/2000 13:00:00,"25/12","NNE",14,17,21,1.70,2.70,"NNE",1.20,7
"21Jul2000_22.tab",25/7/2000 16:00:00,"25/15","NNE",13,16,20,1.70,2.70,"NNE",1.30,7
"21Jul2000_22.tab",25/7/2000 19:00:00,"25/18","NNE",12,15,18,1.60,2.60,"NNE",1.30,7
"21Jul2000_22.tab",25/7/2000 22:00:00,"25/21","NNE",11,13,17,1.50,2.40,"NNE",1.20,7
"21Jul2000_22.tab",26/7/2000 01:00:00,"26/00","NNE",9,11,14,1.30,2.10,"NNE",1.20,7
"21Jul2000_22.tab",26/7/2000 04:00:00,"26/03","NNE",9,11,14,1.30,2.10,"N",1.20,7
"21Jul2000_22.tab",26/7/2000 07:00:00,"26/06","NNE",8,10,12,1.20,1.90,"N",1.10,7
"21Jul2000_22.tab",26/7/2000 10:00:00,"26/09","NNE",8,10,12,1.20,1.90,"N",1.10,7
"21Jul2000_22.tab",26/7/2000 13:00:00,"26/12","NNE",8,10,12,1.20,1.90,"N",1.10,7
"21Jul2000_22.tab",26/7/2000 16:00:00,"26/15","NNE",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_22.tab",26/7/2000 19:00:00,"26/18","N",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_22.tab",26/7/2000 22:00:00,"26/21","N",7,8,10,1.10,1.80,"N",1.10,7
"21Jul2000_22.tab",27/7/2000 01:00:00,"27/00","N",7,8,10,1.10,1.80,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 04:00:00,"27/03","N",7,8,10,1.10,1.80,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 07:00:00,"27/06","NNW",9,11,14,1.10,1.80,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 10:00:00,"27/09","NW",10,12,15,1.20,1.90,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 13:00:00,"27/12","NW",12,15,18,1.30,2.10,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 16:00:00,"27/15","NW",13,16,20,1.40,2.20,"N",1.00,7
"21Jul2000_22.tab",27/7/2000 19:00:00,"27/18","NW",16,20,24,1.60,2.60,"N",0.90,7
"21Jul2000_22.tab",27/7/2000 22:00:00,"27/21","NW",20,25,31,1.70,2.70,"NNW",0.80,8
"21Jul2000_22.tab",28/7/2000 01:00:00,"28/00","NW",25,31,39,2.30,3.70,"NNW",0.50,10
"21Jul2000_22.tab",28/7/2000 04:00:00,"28/03","NW",25,31,39,2.70,4.30,"NW",0.20,11
"21Jul2000_22.tab",28/7/2000 07:00:00,"28/06","NNW",25,31,39,3.00,4.80,"NNW",0.00,13
"21Jul2000_22.tab",28/7/2000 10:00:00,"28/09","NNW",25,31,39,3.20,5.10,"NNW",0.00,13
"21Jul2000_22.tab",28/7/2000 13:00:00,"28/12","NNW",25,31,39,3.40,5.40,"NNW",0.00,13
"21Jul2000_22.tab",28/7/2000 16:00:00,"28/15","NNW",25,31,39,3.50,5.60,"NNW",0.20,14
"21Jul2000_22.tab",28/7/2000 19:00:00,"28/18","N",25,31,39,3.60,5.80,"NNW",0.60,14
"21Jul2000_22.tab",28/7/2000 22:00:00,"28/21","N",26,32,40,3.70,5.90,"N",0.10,14
"21Jul2000_22.tab",29/7/2000 01:00:00,"29/00","N",26,32,40,3.80,6.10,"N",0.10,14
"21Jul2001_05.tab",21/7/2001 07:00:00,"21/06","SE",7,8,10,2.70,4.30,"NE",2.70,9
"21Jul2001_05.tab",21/7/2001 10:00:00,"21/09","SSE",7,8,10,2.50,4.00,"NE",2.50,9
"21Jul2001_05.tab",21/7/2001 13:00:00,"21/12","SSE",9,11,14,2.30,3.60,"NNE",2.20,9
"21Jul2001_05.tab",21/7/2001 16:00:00,"21/15","SE",10,12,15,2.10,3.30,"NNE",2.00,9
"21Jul2001_05.tab",21/7/2001 19:00:00,"21/18","SE",14,17,21,2.00,3.20,"NNE",1.80,9
"21Jul2001_05.tab",21/7/2001 22:00:00,"21/21","SE",15,18,23,1.90,3.00,"NE",1.70,9
"21Jul2001_05.tab",22/7/2001 01:00:00,"22/00","SE",14,17,21,1.80,2.80,"NE",1.60,9
"21Jul2001_05.tab",22/7/2001 04:00:00,"22/03","SSE",14,17,21,1.70,2.70,"NE",1.50,9
"21Jul2001_05.tab",22/7/2001 07:00:00,"22/06","SSE",14,17,21,1.70,2.70,"ENE",1.50,8
"21Jul2001_05.tab",22/7/2001 10:00:00,"22/09","S",15,18,23,1.70,2.70,"ENE",1.50,8
"21Jul2001_05.tab",22/7/2001 13:00:00,"22/12","S",16,20,24,1.70,2.70,"ESE",1.40,8
"21Jul2001_05.tab",22/7/2001 16:00:00,"22/15","S",15,18,23,1.70,2.70,"SSE",1.30,8
"21Jul2001_05.tab",22/7/2001 19:00:00,"22/18","SSW",14,17,21,1.60,2.60,"SSE",1.20,8
"21Jul2001_05.tab",22/7/2001 22:00:00,"22/21","SW",14,17,21,1.50,2.40,"SE",1.10,8
"21Jul2001_05.tab",23/7/2001 01:00:00,"23/00","SW",14,17,21,1.50,2.40,"E",1.10,8
"21Jul2001_05.tab",23/7/2001 04:00:00,"23/03","SW",13,16,20,1.50,2.40,"NE",1.10,8
"21Jul2001_05.tab",23/7/2001 07:00:00,"23/06","SW",12,15,18,1.30,2.10,"NE",1.10,8
"21Jul2001_05.tab",23/7/2001 10:00:00,"23/09","SSW",11,13,16,1.20,1.90,"NE",1.00,8
"21Jul2001_05.tab",23/7/2001 13:00:00,"23/12","S",10,12,15,1.10,1.80,"NE",1.00,8
"21Jul2001_05.tab",23/7/2001 16:00:00,"23/15","S",10,12,15,1.10,1.80,"NNE",1.00,8
"21Jul2001_05.tab",23/7/2001 19:00:00,"23/18","S",10,12,15,1.10,1.80,"NNE",0.90,8
"21Jul2001_05.tab",23/7/2001 22:00:00,"23/21","S",11,13,17,1.10,1.80,"NNE",0.80,8
"21Jul2001_05.tab",24/7/2001 01:00:00,"24/00","S",12,15,18,1.10,1.80,"NNE",0.80,8
"21Jul2001_13.tab",21/7/2001 19:00:00,"21/18","ESE",13,16,20,1.70,2.70,"NE",1.50,8
"21Jul2001_13.tab",21/7/2001 22:00:00,"21/21","ESE",14,17,21,1.70,2.70,"NE",1.40,8
"21Jul2001_13.tab",22/7/2001 01:00:00,"22/00","ESE",14,17,21,1.70,2.70,"NE",1.20,8
"21Jul2001_13.tab",22/7/2001 04:00:00,"22/03","SE",12,15,18,1.60,2.60,"NE",1.30,8
"21Jul2001_13.tab",22/7/2001 07:00:00,"22/06","SE",11,13,17,1.50,2.40,"ENE",1.30,8
"21Jul2001_13.tab",22/7/2001 10:00:00,"22/09","SE",10,12,15,1.40,2.20,"ENE",1.30,8
"21Jul2001_13.tab",22/7/2001 13:00:00,"22/12","S",11,13,17,1.40,2.20,"ENE",1.20,8
"21Jul2001_13.tab",22/7/2001 16:00:00,"22/15","SSW",10,12,15,1.40,2.20,"ENE",1.20,8
"21Jul2001_13.tab",22/7/2001 19:00:00,"22/18","SW",10,12,15,1.30,2.10,"ENE",1.20,7
"21Jul2001_13.tab",22/7/2001 22:00:00,"22/21","SW",11,13,17,1.40,2.20,"ENE",1.20,8
"21Jul2001_13.tab",23/7/2001 01:00:00,"23/00","SW",13,16,20,1.50,2.40,"ENE",1.10,8
"21Jul2001_13.tab",23/7/2001 04:00:00,"23/03","SW",13,16,20,1.50,2.40,"ENE",1.10,8
"21Jul2001_13.tab",23/7/2001 07:00:00,"23/06","SSW",12,15,18,1.40,2.20,"NE",1.10,8
"21Jul2001_13.tab",23/7/2001 10:00:00,"23/09","SSW",12,15,18,1.40,2.20,"NE",1.10,8
"21Jul2001_13.tab",23/7/2001 13:00:00,"23/12","S",12,15,18,1.40,2.20,"NE",1.10,8
"21Jul2001_13.tab",23/7/2001 16:00:00,"23/15","S",13,16,20,1.50,2.40,"NE",1.00,8
"21Jul2001_13.tab",23/7/2001 19:00:00,"23/18","S",15,18,23,1.60,2.60,"NE",0.90,8
"21Jul2001_13.tab",23/7/2001 22:00:00,"23/21","S",16,20,24,1.50,2.40,"E",0.80,8
"21Jul2001_13.tab",24/7/2001 01:00:00,"24/00","S",16,20,24,1.50,2.40,"E",0.70,8
"21Jul2001_13.tab",24/7/2001 04:00:00,"24/03","S",16,20,24,1.50,2.40,"CON",0.60,
"21Jul2001_13.tab",24/7/2001 07:00:00,"24/06","S",16,20,24,1.50,2.40,"CON",0.50,
"21Jul2001_13.tab",24/7/2001 10:00:00,"24/09","S",16,20,24,1.50,2.40,"S",0.60,8
"21Jul2001_13.tab",24/7/2001 13:00:00,"24/12","S",17,21,26,1.60,2.60,"S",0.60,9
"21Jun2000.tab",22/6/2000 07:00:00,"22/06","S",18,22,28,1.90,3.00,"S",0.90,9
"21Jun2000.tab",22/6/2000 10:00:00,"22/09","S",15,18,23,1.80,2.90,"S",1.30,7
"21Jun2000.tab",22/6/2000 13:00:00,"22/12","S",12,15,18,1.80,2.90,"S",1.60,7
"21Jun2000.tab",22/6/2000 16:00:00,"22/15","S",10,12,15,1.70,2.70,"SSE",1.60,7
"21Jun2000.tab",22/6/2000 19:00:00,"22/18","S",11,13,17,1.80,2.90,"SSE",1.60,7
"21Jun2000.tab",22/6/2000 22:00:00,"22/21","SSE",12,15,18,1.90,3.00,"SE",1.60,7
"21Jun2000.tab",23/6/2000 01:00:00,"23/00","SSE",11,13,17,1.90,3.00,"E",1.70,7
"21Jun2000.tab",23/6/2000 04:00:00,"23/03","SE",10,12,15,1.80,2.90,"ENE",1.70,8
"21Jun2000.tab",23/6/2000 07:00:00,"23/06","SE",8,10,12,1.80,2.90,"NE",1.80,9
"21Jun2000.tab",23/6/2000 10:00:00,"23/09","E",9,11,14,1.90,3.00,"NE",1.90,9
"21Jun2000.tab",23/6/2000 13:00:00,"23/12","ENE",13,16,20,2.10,3.40,"NE",2.00,9
"21Jun2000.tab",23/6/2000 16:00:00,"23/15","ENE",16,20,24,2.40,3.80,"NNE",2.10,10
"21Jun2000.tab",23/6/2000 19:00:00,"23/18","NE",17,21,26,2.40,3.80,"NNE",2.10,10
"21Jun2000.tab",23/6/2000 22:00:00,"23/21","NNE",18,22,28,2.60,4.20,"NNE",2.00,10
"21Jun2000.tab",24/6/2000 01:00:00,"24/00","NNE",19,23,29,2.70,4.30,"NNE",2.00,10
"21Jun2000.tab",24/6/2000 04:00:00,"24/03","NNE",20,25,31,2.80,4.50,"NNE",1.90,10
"21Jun2000.tab",24/6/2000 07:00:00,"24/06","N",20,25,31,2.80,4.50,"NNE",1.80,10
"21Jun2000.tab",24/6/2000 10:00:00,"24/09","N",20,25,31,2.90,4.60,"NNE",1.80,10
"21Jun2000.tab",24/6/2000 13:00:00,"24/12","N",20,25,31,2.90,4.60,"NNE",1.80,10
"21Jun2000.tab",24/6/2000 16:00:00,"24/15","N",17,21,26,2.80,4.50,"NNE",2.20,10
"21Jun2000.tab",24/6/2000 19:00:00,"24/18","N",18,22,28,2.80,4.50,"NNE",2.20,10
"21Jun2000.tab",24/6/2000 22:00:00,"24/21","N",20,25,31,2.80,4.50,"NNE",2.00,10
"21Jun2000.tab",25/6/2000 01:00:00,"25/00","NNW",21,26,32,2.80,4.50,"N",1.70,10
"21Jun2000.tab",25/6/2000 04:00:00,"25/03","NNW",21,26,32,2.80,4.50,"N",1.50,10
"21Jun2000.tab",25/6/2000 07:00:00,"25/06","NNW",20,25,31,2.70,4.30,"N",1.40,10
