"filename","author","forecasttime","ftype","section1"
"23Nov2001_14.prn","F1",23/11/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           23-Nov   2001 LOW NEAR JAN MAYEN WILL MOVE NE. THE ASSOCIATED FRONTAL SYSTEM WILL MOVE EAST ACROSS THE NORTH SEA TONIGHT. A WEAK RIDGE WILL FOLLOW TOMORROW AFTERNOON. A DEEPENING LOW WILL MOVE NE TO BE OVER SE ICELAND BY LATER TOMORROW THEN NNE TO BE OVER THE NORTHERN NORWEGIAN SEA BY LATER SUNDAY. THE ASSOCIATED WARM FRONT WILL MOVE NE ACROSS THE NORWEGIAN SEA LATER TOMORROW. THE FOLLOWING COLD FRONT WILL MOVE EAST ACROSS THE NORTH SEA DURING SUNDAY.  -"
"23Oct2000_03.prn","F5",23/10/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           23-Oct   2000 LOW PRESSURE SOUTH OF ICELAND WILL MOVE SLOWLY ENE INTO THE NORWEGIAN SEA TONIGHT AND TOMORROW, WITH ASSOCIATED FRONT OVER EASTERN SCOTLAND CLEARING THE NORTH SEA BY THIS EVENING. AN INTENSE LOW WILL MOVE NE TOWARDS NW SCOTLAND TOMORROW EVENING, TURNING EAST AND PASSING TO THE NORTH OF SCOTLAND ON WEDNESDAY MORNING."
"23Oct2000_16.prn","F1",23/10/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           23-Oct   2000 LOW WSW OF THE FAEROES WILL MOVE ENE ACROSS THE NORWEGIAN SEA AND WEAKEN. THE ASSOCIATED COLD FRONT OVER THE NORTH SEA WILL MOVE NE. A RIDGE WILL MOVE ENE ACROSS THE NORTH SEA LATER TOMORROW. A DEEPENING LOW WILL MOVE ENE THEN EAST AND WILL CROSS THE NORTHERN NORTH SEA LATER WEDNESDAY. THE ASSOCIATED FRONTS WILL MOVE ENE ACROSS THE NORTH SEA WEDNESDAY MORNING.  -"
"23Oct2001_04.prn","F3",23/10/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          23-Oct   2001 HIGH (1026 MB),COVERING THE NORWEGIAN SEA AND SCANDINAVIA,WILL MOVE ESE-SE AND BUILD,EXPECTED OVER THE BALTIC SEA (1030 MB) BY LATE THIS EVENING THEN DRIFTING SE INTO RUSSIA.A COMPLEX LOW PRESSURE AREA WILL CONTINUE TO DOMINATE THE CENTRAL NORTH ATLANTIC THROUGHOUT THE NEXT 72 HOURS WITH A SUCCESSION OF FRONTS AFFECTING THE NORTH SEA FROM TIME TO TIME."
"23Oct2001_15.prn","F5",23/10/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          23-Oct   2001 HIGH PRESSURE OVER SCANDINAVIA WILL MOVE SLOWLY SE WHILE A SERIES OF FRONTS MOVE NE ACROSS THE NORTH SEA OVER THE NEXT 48 HOURS. GALE FORCE WINDS OVER THE NORTHERN NORTH SEA TODAY WILL MOVE NORTH INTO THE EAST SHETLAND BASIN TONIGHT THEN GRADUALLY EASE DURING TOMORROW."
"23Sep2000_03.prn","F2",23/9/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         23-Sep   2000 HIGH 1034MB OVER ESTONIA WILL REMAIN SLOW MOVING. DEPRESSION OFF SW IRELAND WILL MOVE GRADUALLY NORTHWARDS THEN NORTHWESTWARDS TO BE OFF SW ICELAND BY LATE SUNDAY. ASSOCIATED WARM FRONTAL TROUGH OVER THE SOUTHERN NORTH SEA WILL MOVE NORTH INTRODUCING A WARM AIRFLOW OVER THE NORTH SEA."
"23Sep2000_15.prn","F4",23/9/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         23-Sep   2000 PRESSURE WILL REMAIN HIGH OVER SCANDINVIA. LOW 986MB, JUST TO THE WEST OF IRELAND, WILL DRIFT NW AND GRADUALLY FILL. ASSOCIATED WARM FRONT, LYING OVER SCOTLAND AND THE NORTHERN NORTH SEA WILL MOVE NORTH TO THE FAEROES AND NORWEGIAN SEA BY TOMORROW MORNING. COLD FRONT, PRESENTLY OVER IRELAND WILL MOVE SLOWLY AND ERRATICALLY ENE, TO BE LYING FROM NE SCOTLAND TO THE NETHERLANDS, BY MONDAY MORNING. -"
"23Sep2001_14.prn","F2",23/9/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           23-Sep   2001 HIGH PRESSURE OVER NORTHERN NORWAY WITH RIDGE TO IRELAND WILL DECLINE AS IT MOVES EASTWARDS. A DEPRESSION OVER THE GREENLAND SEA WILL MOVE EAST TO THE BARENTS SEA. SLOW MOVING COMPLEX AREA OF LOW PRESSURE OVER THE MID-ATLANTIC WILL GRADUALLY FILL AS ITS WEAKENING FRONTAL TROUGHS MOVE EASTWARDS TO WESTERN BRITAIN."
"24Apr2001_15.prn","F1",24/4/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          24-Apr   2001 A WEAK RIDGE FROM ICELAND ACROSS THE NORTH SEA TO NORTH GERMANY WILL MOVE SLOWLY NORTH.  A LOW OVER THE SE NORWEGIAN SEA WILL MOVE NW TONIGHT THEN NNE TOMORROW. ANOTHER LOW WILL MOVE NNE ACROSS THE CENTRAL NORTH SEA LATER TOMORROW/EARLY THURSDAY. THE ASSOCIATED FRONT WILL MOVE NORTH  ACROSS THE NORTHERN NORTH SEA TOMORROW AND WILL BECOME SLOW MOVING OVER THE NORTHERN NORTH SEA DURING THURSDAY."
"24Apr2002_03.prn","F4",24/4/2002 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        24-Apr   2002 RIDGE OF HIGH PRESSURE, OVER THE NORTH SEA, WILL DECLINE EAST INTO SOUTHERN NORWAY AND DENMARK BY TONIGHT. A MID ATLANTIC COLD FRONT WILL MOVE EAST TO THE WESTERN BRITISH ISLES BY THIS EVENING, THEN ACROSS SCOTLAND AND THE NORTH SEA DURING TONIGHT AND TOMORROW. DEVELOPING LOW IS EXPECTED JUST NW OF SCOTLAND BY EARLY FRIDAY, THEN MOVE NNE INTO THE CENTRAL NORWEGIAN SEA BY SATURDAY. ASSOCIATED FRONTAL SYSTEM WILL MOVE EAST ACROSS THE BRITISH ISLES AND NORTH SEA DURING FRIDAY. -"
"24Apr2002_14.prn","F1",24/4/2002 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        24-Apr   2002 A RIDGE FROM NW FRANCE TO NORWAY WILL MOVE EAST. A LOW OVER EASTERN ICELAND WILL MOVE NNE AND DEEPEN. THE ASSOCIATED COLD FRONT FROM THE LOW TO WEST OF IRELAND WILL MOVE ENE TO BE FROM JAN MAYEN TO OSLO BY MIDDAY TOMORROW. A RIDGE WILL MOVE EAST ACROSS THE NORTH SEA TOMORROW. A DEEPENING LOW WILL MOVE NE AND WILL CROSS THE SHETLANDS AROUND MIDDAY FRIDAY. THE ASSOCIATED FRONTS WILL CROSS THE NORTH SEA DURING FRIDAY.  -"
"24Aug2001_14.prn","F2",24/8/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           24-Aug   2001 SHALLOW LOW SOUTH OF ICELAND GRADUALLY FILLING AS IT MOVES NORTH TOWARDS JAN MAYEN. A SERIES OF SHALLOW FRONTAL WAVES WILL RUN NORTHEAST FROM THE SOUTHWEST APPROACHES TOWARDS SOUTHERN NORWAY. HIGH PRESSURE WILL BUILD WEST OF BRITAIN DURING SUNDAY, MOVING EAST OVER THE BRITISH ISLES ON MONDAY."
"24Dec2000_02.prn","F3",24/12/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           24-Dec   2000 HIGH (1032 MB),ICELAND,WILL GRADUALLY DECLINE TODAY THEN DRIFT AWAY NW'WARDS.THE SLACK LOW PRESSURE AREA IN THE SW APPROACHES AND BISCAY WILL RESOLVE ITSELF INTO ONE CENTRE AND DEEPEN,EXPECTED (971 MB) OVER THE BREST PENINSULA BY MIDDAY TUESDAY.A SERIES OF SHALLOW LOWS WILL FORM OFF THE NORWEGIAN COAST LATER TODAY,THEN DRIFTING SSW TO AFFECT THE EAST SHETLAND BASIN LATER MONDAY THROUGH TUESDAY."
"24Dec2000_15.prn","F5",24/12/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           24-Dec   2000 HIGH PRESSURE OVER ICELAND WILL DECLINE, WITH AN ASSOCIATED RIDGE MOVING SOUTH INTO THE CENTRAL NORTH SEA BY TOMORROW EVENING. LOW PRESSURE DEVELOPING OVER THE NORWEGIAN SEA WILL SLIP SLOWLY SOUTH INTO THE NORTHERN NORTH SEA BY TUESDAY MORNING."
"24Dec2001_02.prn","F2",24/12/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           24-Dec   2001 LOW 988MB NEAR COPENHAGEN WILL DEEPEN AS IT MOVES EASTWARDS. LOW 976MB OVER THE NORWEGIAN SEA WILL GRADUALLY FILL AS IT DRIFTS SOUTHEASTWARDS. A DEPRESSION WILL FORM OFF THE DENMARK STRAIT AND DEEPEN AS IT MOVES SOUTHEAST TO BE 985MB OVER NORTHERN SCOTLAND THURSDAY."
"24Dec2001_13.prn","F1",24/12/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           24-Dec   2001 LOW AROUND  66N 06E  WILL MOVE SSW TO BE OVER BERGEN BY TOMORROW MORNING. THE LOW WILL THEN WEAKEN AND MOVE SE TO BE OVER NORTH GERMANY BY TOMORROW EVENING. A FRONTAL WAVE OVER ORKNEY WILL DEEPEN AND MOVE ESE ACROSS THE CENTRAL NORTH SEA TONIGHT. A RIDGE WILL MOVE ESE TO BE OVER THE NORTH SEA BY LATER WEDNESDAY. ANOTHER FRONTAL WAVE WILL MOVE ESE TO BE TO THE NW OF SCOTLAND BY LATER WEDNESDAY."
"24Feb2002_03.prn","F2",24/2/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           24-Feb   2002 DEEP LOW OVER THE HALTENBANKEN AREA WILL GRADUALLY FILL AS IT MOVES NORTHWARDS. DEPRESSION OVER THE MID ATLANTIC WILL MOVE EASTWARDS TO BE 967MB WEST OF SCOTLAND BY MONDAY AFTERNOON. A DEPRESSION WILL FORM OVER IRELAND ON MONDAY, MOVING NORTHEAST OVER SCOTLAND TO BE OVER THE DENMARK STRAIT BY TUESDAY AFTERNOON."
"24Feb2002_14.prn","F4",24/2/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           24-Feb   2002 PRESSURE WILL REMAIN LOW OVER THE NORWEGIAN SEA. MID ATLANTIC DEPRESSION WILL MOVE EASTWARDS, EXPECTED 962MB TO THE WEST OF SCOTLAND BY TUESDAY. A DEPRESSION 965MB IS EXPECTED TO DEVELOP OVER SCOTLAND DURING MONDAY AFTERNOON, THE DEEPEN AS IT MOVES NORTHEAST, EXPECTED 962MB NEAR BERGEN BY 1200GMT TUESDAY, AND 967MB NEAR OSLO BY EARLY WEDNESDAY. -"
"24Jan2001_04.prn","F5",24/1/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        24-Jan   2001 DEEP LOW JUST WEST OF SCOTLAND WILL MOVE AWAY NW, WITH ASSOCIATED FRONT OVER THE NORTHERN NORTH SEA CLEARING AWAY BY THIS AFTERNOON. ANOTHER DEEP LOW WILL MOVE EAST TOWARDS NORTHERN IRELAND TOMORROW MORNING, TURNING NE AND FILLING AS IT MOVES PAST NW SCOTLAND TOMORROW NIGHT."
"24Jan2001_14.prn","F1",24/1/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        24-Jan   2001 LOW NEAR FAEROES WILL MOVE SLOWLY WNW. A LOW CENTRED AROUND  55N 23W WILL MOVE ENE THEN NE TO BE NORTH OF CAPE WRATH LATER TOMORROW. THE LOW WILL THEN MOVE NORTH TO BE  66N 10W  BY LATER FRIDAY. SHOWERY TROUGHS WILL MOVE NNE ACROSS THE NORTHERN NORTH SEA DURING THE NEXT FEW DAYS.  -"
"24Jan2002_02.prn","F2",24/1/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, THURSDAY,         24-Jan   2002 COMPLEX AREA OF LOW PRESSURE OVER THE NORTH SEA WILL MOVE NORTHEAST TO BE OVER SW FINLAND BY EARLY FRIDAY. ASSOCIATED FRONTAL TROUGHS FROM SOUTHERN NORWAY TO NORTHERN SCOTLAND WILL SWING SOUTHEAST OVER THE NORTH SEA TODAY AS HIGH PRESSURE BUILDS OVER IRELAND. A LARGE COMPLEX AREA OF LOW PRESSURE OVER THE ATLANTIC WILL BECOME SLOW MOVING SOUTH OF GREENLAND WITH ITS ASSOCIATED FRONTAL TROUGHS MOVING EASTWARDS TO THE BRITISH ISLES BY FRIDAY AFTERNOON, WITH A DEPRESSION FORMING OVER SCOTLAND AND MOVING RAPIDLY EAST TO BE 981MB OVER SOUTHERN SWEDEN BY SATURDAY AFTERNOON. A FURTHER DEVELOPING DEPRESSION WILL MOVE RAPIDLY NORTHEASTWARDS OVER THE ATLANTIC TO BE OVER THE SOUTHERN NORTH SEA BY SATUDAY EVENING WITH A FURTHER DEPRESSION MOVING NORTHEAST TO BE OVER THE NORTH OF SCOTLAND BY MONDAY AFTERNOON."
"24Jan2002_14.prn","F5",24/1/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         24-Jan   2002 THE COMPLEX LOW OVER THE NORTH SEA WILL MOVE EAST INTO SOUTHERN SCANDINAVIA THIS AFTERNOON AND EVENING, WITH A RIDGE MOVING EAST ACROSS THE NORTH SEA TOMORROW MORNING. A FRONT WILL MOVE NE ACROSS THE UK TOMORROW MORNING WITH A VIGOROUS SECONDARY LOW FORMING OVER SOUTHERN SCOTLAND TOMORROW EVENING THEN MOVING QUICKLY EAST ACROSS THE CENTRAL NORTH SEA TOMORROW NIGHT AND ON SATURDAY MORNING."
"24Jul2000_02.prn","F4",24/7/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, MONDAY,           24-Jul   2000 RIDGE OF HIGH PRESSURE, EXTENDING FROM FAEROES TO JUST NORTHWEST OF SCOTLAND, WILL DRIFT NORTHWEST TO BECOME SLOW MOVING FROM ICELAND TO NORTH CAPE BY TONIGHT. PRESSURE WILL REMAIN LOW OVER THE EAST SHETLAND BASIN, NORTHERN NORTH SEA, AND SOUTHERN SCANDINAVIA. PRESSURE WILL CONTINUE TO GRADUALLY FALL OVER THE BRITISH ISLES, AND SOUTHERN NORTH SEA DURING THE NEXT 72 HOURS. -"
"24Jul2000_14.prn","F2",24/7/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           24-Jul   2000 HIGH 1030MB TO THE NE OF JAN MAYEN WILL REMAIN SLOW MOVING. SHALLOW LOW OVER SOUTHERN NORWAY WILL MOVE SLWOLY WEST WITH ITS ASSOCIATED TROUGH ALONG THE NORWEGIAN COAST MOVOING GRADUALLY WEST. DEPRESSION OVER NORTHERN FRANCE WILL FILL GRADUALLY AS IT MOVES SLOWLY NORTHEAST OVER NORTHERN GERMANY."
"24Jul2001_14.prn","F4",24/7/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          24-Jul   2001 LOW 999MB, BETWEEN FAEROES AND ICELAND, WILL MOVE NORTHEAST INTO THE NORTHERN NORWEGIAN SEA BY THURSDAY. ASSOCIATED FRONTAL TROUGH, PRESENTLY LYING FROM THE EAST SHETLAND BASIN THROUGH THE NORTHERN NORTH SEA TO NEWCASTLE, WILL MOVE ESE INTO NORWAY BY MID EVENING. A SECONDARY SHOWERY TROUGH WILL MOBE EAST ACROSS THE EAST SHETLAND BASIN EARLY TOMORROW MORNING. A RIDGE OF HIGH PRESSURE WILL BUILD OVER THE NORTH SEA DURING TOMORROW WITH A WARM FRONT MOVING NORTH ACROSS THE WESTERN SECTION OF THE CENTRAL/NORTHERN NORTH SEA DURING THURSDAY AFTERNOON/EVENING. -"
"24Mar2001_02.prn","F1",24/3/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         24-Mar   2001 PRESSURE WILL BE LOW OVER FRANCE AND RELATIVELY HIGH OVER THE NORWEGIAN SEA. THE HIGH PRESSURE WILL BUILD OVER THE NORTH SEA TODAY AND TOMORROW. THE HIGH WILL MOVE SLOWLY EAST DURING MONDAY. A WEAK LOW WILL MOVE SLOWLY ENE AND DEEPEN AS IT CROSSES THE NORWEGIAN SEA TOMORROW AND MONDAY.  -"
"24Mar2001_13.prn","F2",24/3/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         24-Mar   2001 COMPLEX AREA OF LOW PRESSURE FROM THE SW APPROACHES TO CENTRAL EUROPE WILL PERSIST, WITH A CENTRE OVER BISCAY MOVING EAST TO CENTRAL GERMANY BY MORNING. DEEPENING DEPRESSION OFF THE SOUTH OF ICELAND WILL MOVE SLOWLY NORTHEAST."
"24Mar2002_01.prn","F1",24/3/2002 03:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           24-Mar   2002 HIGH COVERING SCANDINAVIA WILL MOVE SLOWLY SOUTH TO BE OVER GERMANY BY LATER TOMORROW. A RIDGE ACROSS THE CENTRAL AND SOUTHERN NORTH SEA WILL SLOWLY DECLINE SE. ANOTHER HIGH WILL BUILD NE AND WILL CROSS THE CENTRAL NORTH SEA TUESDAY. A LOW TO THE SW OF ICELAND WILL MOVE SLOWLY NNE TO BE NEAR SVALBARD BY LATER TUESDAY. WEAK FRONTS WILL MOVE NE AND WILL AFFECT THE NORTHERN NORTH SEA LATER TODAY, TOMORROW AND TUESDAY.  -"
"24Mar2002_13.prn","F4",24/3/2002 12:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           24-Mar   2002 RIDGE OF HIGH PRESSURE, FROM CENTRAL SCANDINAVIA TO BELGIUM, WILL GRADUALLY DECLINE SE'WARDS. A FRONTAL TROUGH, LYING FROM THE FAEROES TO WESTERN SCOTLAND, WILL WEAKEN AS IT MOVES EAST INTO THE EAST SHETLAND BASIN AND NORTH SEA THIS EVENING. FURTHER ATLANTIC FRONTAL TROUGH IS EXPECTED TO MOVE EAST ACROSS SCOTLAND TOMORROW MORNING, THEN INTO CENTRAL NORWAY AND EASTERN NORTH SEA BY TUESDAY AFTERNOON. FURTHER ATLANTIC FRONT WILL CROSS SCOTLAND FROM THE WEST LATER ON TUESDAY. -"
"24May2001_14.prn","F4",24/5/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, THURSDAY,         24-May   2001 HIGH 1029MB, NEAR SHETLAND, WILL DRIFT EAST INTO NORWAY BY TOMORROW AFTERNOON, THEN DECLINE. ASSOCIATED RIDGE TO SOUTHWEST ENGLAND WILL MOVE SOUTHEAST INTO THE CONTINENT BY SATURDAY AFTERNOON. A WEAKENING ATLANTIC COLD FRONT WILL MOVE EAST ACROSS THE NORTH SEA DURING SATURDAY WITH A FURTHER RIDGE OF HIGH PRESSURE BUILDING OVER THE NORTH SEA BY EARLY SUNDAY. -"
"24Nov2000_03.prn","F3",24/11/2000 03:00:00,"normal","1.INFERENCE 0300 GMT, FRIDAY,           24-Nov   2000 LOW (989 MB),63N 002W,WILL BECOME SLOW MOVING OFF EASTERN ICELAND AND FILL.LOW (994 MB),CENTRAL NORTH SEA,WILL MOVE NORTH,DEEPENING, CROSSING THE EAST SHETLAND BASIN AROUND 1800 GMT.A RIDGE OF HIGH PRESSURE WILL CROSS THE NORTH SEA THIS EVENING.A SMALL DEPRESSION IS EXPECTED (995 MB) JUST SW OF THE BREST PENINSULA BY 1800 GMT TODAY THEN MOVING EAST ACROSS CENTRAL FRANCE ON SATURDAY. A COMPLEX ATLANTIC LOW WILL DOMINATE THE CENTRAL NORTH ATLANTIC MOVING EAST TO LIE OVER SOUTHERN IRELAND (975 MB) BY MIDDAY SUNDAY."
"24Nov2000_15.prn","F4",24/11/2000 12:00:00,"normal","1.INFERENCE 1200 GMT, FRIDAY,           24-Nov   2000 LOW, JUST EAST OF ICELAND, WILL FILL. LOW 990MB, EAST SHETLAND BASIN, EXPECTED 984MB NEAR 68N 000E/W BY MIDDAY TOMORROW, THEN DRIFTING WEST AND FILLING. A DEEPENING ATLANTIC LOW IS EXPECTED 960MB, JUST NW OF IRELAND BY SUNDAY, THEN 975MB, WNW OF SCOTLAND BY MONDAY. ASSOCIATED FRONTAL TROUGH WILL MOVE NW ACROSS THE BRITISH ISLES AND NORTH SEA DURING SATURDAY AFTERNOON, AND SUNDAY."
"24Nov2001_04.prn","F3",24/11/2001 03:00:00,"normal","1.INFERENCE 0300 GMT, SATURDAY,         24-Nov   2001 HIGH (1035 MB),CENTRED 45N 15W,WILL DRIFT SLOWLY SW AND DECLINE. THE WARM FRONT NOW AFFECTING THE EAST SHETLAND BASIN/NORTH SEA WILL MOVE AWAY EAST WHILST A WEAK RIDGE CROSSES THE NORTH SEA THIS AFTERNOON.A DEEPENING ATLANTIC LOW IS MOVING NE,EXPECTED (961 MB) OFF SE ICELAND BY LATE THIS EVENING THEN CONTINUING INTO THE NORWEGIAN SEA.THE ASSOCIATED COLD FRONT IS EXPECTED TO LIE FROM SE ICELAND TO JUST WEST OF IRELAND BY LATE THIS EVENING,CLEARING THE EAST SHETLAND BASIN/CENTRAL NORTH SEA BY MID SUNDAY AFTERNOON, FOLLOWED BY A TRANSIENT RIDGE MONDAY AFTERNOON."
"24Nov2001_13.prn","F4",24/11/2001 12:00:00,"normal","1.INFERENCE 1200 GMT, SATURDAY,         24-Nov   2001 HIGH PRESSURE OVER THE CENTRAL NORTH SEA WILL DECLINE. DEVELOPING ATLANTIC LOW WILL DEEPEN, EXPECTED 962MB SE ICELAND BY MIDNIGHT, THEN MOVING NE INTO THE NORTHERN NORWEGIAN SEA DURING SUNDAY. ASSOCIATED COLD FRONTAL TROUGH WILL MOVE STEADILY EAST ACROSS THE NORWEGIAN SEA, BRITISH ISLES AND NORTH SEA DURING SUNDAY. FURTHER ATLANTIC LOW IS EXPECTED OVER ICELAND DURING MONDAY. -"
"24Oct2000_04.prn","F5",24/10/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, TUESDAY,          24-Oct   2000 LOW PRESSURE WILL MOVE SLOWLY AWAY NE INTO THE NORWEGIAN SEA, WITH A RIDGE MOVING EAST ACROSS THE NORTH SEA THIS EVENING. A VIGOROUS FRONT WILL CROSS THE CENTRAL NORTH SEA TONIGHT, WITH THE PARENT LOW MOVING EAST ACROSS NORTHERN SCOTLAND TOMORROW MORNING THEN CONTINUING EAST ACROSS THE NORTHERN NORTH SEA BY TOMORROW NIGHT."
"24Oct2000_14.prn","F2",24/10/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, TUESDAY,          24-Oct   2000 DEPRESSION 990MB OVER THE NORWEGIAN SEA WILL MOVE AWAY NORTHEAST AS A RIDGE OF HIGH PRESSURE MOVES QUICKLY EAST OVER THE NORTH SEA THIS EVENING. A COMPLEX AREA OF LOW PRESSURE OVER THE ATLANTIC WILL MOVE EASTWARDS TO BE OVER THE NORTH OF SCOTLAND BY WEDNESDAY AFTERNOON, AND OVER THE SKAGERRAK BY EARLY THURSDAY MORNING."
"24Oct2001_03.prn","F3",24/10/2001 04:00:00,"normal","1.INFERENCE 0300 GMT, WEDNESDAY,        24-Oct   2001 HIGH (1030 MB),OVER THE BALTIC SEA,WILL DRIFT SSE AND BUILD. THE SLACK LOW (997 MB) NW OF IRELAND,WILL MOVE NNE,EXPECTED JUST EAST OF ICELAND BY LATE THIS EVENING THEN CONTINUING NE TOWARDS BARENTS SEA.THE MAIN LOW PRESSURE AREA IN THE CENTRAL NORTH ATLANTIC WILL START TO MOVE ENE ON FRIDAY,EXPECTED (984 MB) NORTH OF SCOTLAND BY LATE FRIDAY EVENING,MOVING ENE-NE SATURDAY THROUGH SUNDAY,FILLING"
"24Oct2001_15.prn","F5",24/10/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        24-Oct   2001 HIGH PRESSURE OVER THE BALTIC WILL MOVE SE, WITH GALE FORCE SSE'LY WINDS OVER THE FAR NORTHERN NORTH SEA SLOWLY MODERATING TODAY. A DEVELOPING LOW WILL MOVE NNE TO THE WEST OF SCOTLAND TOMORROW, WITH THE ASSOCIATED COLD FRONT MOVING QUICKLY EAST ACROSS THE NORTH SEA TOMORROW EVENING AND NIGHT."
"24Sep2000_03.prn","F2",24/9/2000 04:00:00,"normal","1.INFERENCE 0300 GMT, SUNDAY,           24-Sep   2000 HIGH PRESSURE OVER ESTONIA WILL REMAIN SLOW MOVING. COMPLEX LARGE AREA OF LOW PRESSURE OVER THE ATLANTIC WILL PERSIST WITH A CENTRE WEST OF SCOTLAND MOVING NORTHWEST TO ICELAND, WITH ITS ASSOCIATED COLD FRONTAL TROUGH BECOMING SLOW MOVING OVER THE NORTH SEA ON MONDAY. A FURTHER CENTRE WILL MOVE EASTWARDS TOWARDS THE BRITISH ISLES WITH ITS ASSOCIATED FRONTAL TROUGHS MOVING EAST TO BECOME SLOW MOVING OVER EASTERN BRITAIN LATER ON TUESDAY."
"24Sep2000_15.prn","F4",24/9/2000 13:00:00,"normal","1.INFERENCE 1200 GMT, SUNDAY,           24-Sep   2000 PRESSURE WILL REMAIN HIGH OVER SCANDINAVIA. LOW 997MB, 300NM TO THE WNW OF SCOTLAND, WILL CONTINUE TO FILL AS IT MOVES AWAY NORTHWEST. ASSOCIATED FRONTAL TROUGH WILL WEAKEN AS IT BECOMES SLOW MOVING FROM NE SCOTLAND TO THE NETHERLAND BY TOMORROW MORNING. A FURTHER ATLANTIC FRONTAL TROUGH IS EXPECTED TO MOVE EAST INTO IRELAND DURING DURING TUESDAY MORNING, THEN INTO CENTRAL SCOTLAND AND NE ENGLAND BY WEDNESDAY. -"
"24Sep2001_13.prn","F2",24/9/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, MONDAY,           24-Sep   2001 HIGH PRESSURE OVER THE BALTIC WILL DECLINE AS IT DRIFTS SOUTHWEST. DEPRESSION OVER SVALBARD WILL MOVE EAST AS HIGH PRESSURE OVER GREENLAND BUILDS A RIDGE SOUTHEASTWARDS TO THE NORTHERN NORTH SEA BY THURSDAY. COMPLEX AREA OF LOW PRESSURE OVER THE MID-ATLANTIC WILL MOVE GRADUALLY EASTWARDS. A SLOW MOVING FRONTAL TROUGH OVER THE SOUTHERN AND CENTRAL NORTH SEA WILL GRADUALLY WEAKEN."
"25Apr2001_15.prn","F1",25/4/2001 13:00:00,"normal","1.INFERENCE 1200 GMT, WEDNESDAY,        25-Apr   2001 A LOW OVER THE NORWEGIAN SEA WILL MOVE NORTH AND WEAKEN. A LARGE, COMPLEX LOW COVERING THE BRITISH ISLES WILL MOVE ENE AND WEAKEN TONIGHT. THE ASSOCIATED FRONT FROM NORTH IRELAND TO NE SCOTLAND TO SOUTHERN NORWAY WILL BECOME SLOW MOVING OVER THE NORTHERN NORTH SEA TOMORROW. ANOTHER LOW WILL MOVE NORTH ACROSS SOUTHERN SCANDINAVIA TONIGHT AND TOMORROW AND WILL BE OVER THE EASTERN NORWEGIAN SEA BY LATER FRIDAY. A RIDGE WILL MOVE ENE ACROSS THE NORTH SEA FRIDAY AND WILL BE FOLLOWED BY ANOTHER FRONTAL SYSTEM SATURDAY.  -"
