"forecast","AMPM","author","Section","Index","phrasep","timephrase","matchCount","matchQuality","matchTime"
"23Sep2000_15.prn","PM","F4","3",0,0,"null",2,2,6
"23Sep2000_15.prn","PM","F4","3",1,0,"null",2,1,21
"23Sep2000_15.prn","PM","F4","4",0,0,"null",4,2,0
"23Sep2000_15.prn","PM","F4","4",1,1,"by end of period",4,1,21
"23Sep2001_14.prn","PM","F2","2",0,0,"null",0,0,-99
"23Sep2001_14.prn","PM","F2","2",1,1,"overnight",1,3,6
"23Sep2001_14.prn","PM","F2","3",0,0,"null",2,2,6
"23Sep2001_14.prn","PM","F2","3",1,0,"null",1,3,0
"23Sep2001_14.prn","PM","F2","4",0,0,"null",1,3,0
"24Apr2001_15.prn","PM","F1","2",0,0,"null",0,0,-99
"24Apr2001_15.prn","PM","F1","2",1,1,"evening",3,2,6
"24Apr2001_15.prn","PM","F1","3",0,0,"null",2,2,6
"24Apr2001_15.prn","PM","F1","3",1,1,"later",1,3,0
"24Apr2001_15.prn","PM","F1","4",0,0,"null",2,2,3
"24Apr2001_15.prn","PM","F1","4",1,1,"by midday",5,2,15
"24Apr2001_15.prn","PM","F1","4",2,1,"later",1,3,0
"24Apr2002_03.prn","AM","F4","2",0,0,"null",1,3,6
"24Apr2002_03.prn","AM","F4","2",1,1,"by afternoon",3,2,12
"24Apr2002_03.prn","AM","F4","2",2,1,"later",2,1,21
"24Apr2002_03.prn","AM","F4","3",0,0,"null",1,3,0
"24Apr2002_03.prn","AM","F4","3",1,1,"soon",2,1,6
"24Apr2002_03.prn","AM","F4","3",2,1,"by midday",1,3,12
"24Apr2002_03.prn","AM","F4","3",3,1,"later",2,2,0
"24Apr2002_03.prn","AM","F4","4",0,0,"null",1,3,0
"24Apr2002_03.prn","AM","F4","4",1,1,"by late morning",1,3,9
"24Apr2002_03.prn","AM","F4","4",2,1,"by mid afternoon",1,3,15
"24Apr2002_03.prn","AM","F4","4",3,1,"later",1,3,0
"24Apr2002_14.prn","PM","F1","2",0,0,"null",0,0,-99
"24Apr2002_14.prn","PM","F1","2",1,1,"by midnight",1,3,0
"24Apr2002_14.prn","PM","F1","2",2,0,"null",1,3,6
"24Apr2002_14.prn","PM","F1","3",0,0,"null",2,2,9
"24Apr2002_14.prn","PM","F1","3",1,1,"later",3,1,21
"24Aug2001_14.prn","PM","F2","2",0,0,"null",3,1,21
"24Aug2001_14.prn","PM","F2","2",1,1,"overnight",0,0,-99
"24Aug2001_14.prn","PM","F2","3",0,0,"null",3,2,9
"24Aug2001_14.prn","PM","F2","3",1,1,"later",1,3,0
"24Aug2001_14.prn","PM","F2","4",0,0,"null",2,1,0
"24Aug2001_14.prn","PM","F2","4",1,0,"null",2,1,12
"24Dec2000_02.prn","AM","F3","2",0,0,"null",4,1,6
"24Dec2000_02.prn","AM","F3","2",1,1,"by late evening",2,2,0
"24Dec2000_02.prn","AM","F3","3",0,0,"null",1,3,0
"24Dec2000_02.prn","AM","F3","3",1,1,"by mid afternoon",5,2,15
"24Dec2000_02.prn","AM","F3","4",0,0,"null",4,1,3
"24Dec2000_15.prn","PM","F5","2",0,0,"null",1,3,21
"24Dec2000_15.prn","PM","F5","2",1,1,"after midnight",1,3,6
"24Dec2000_15.prn","PM","F5","3",0,0,"null",1,3,6
"24Dec2000_15.prn","PM","F5","3",1,1,"by afternoon",2,2,18
"24Dec2000_15.prn","PM","F5","3",2,1,"in evening",2,2,21
"24Dec2000_15.prn","PM","F5","4",0,0,"null",1,3,0
"24Dec2000_15.prn","PM","F5","4",1,1,"mid morning",4,2,9
"24Dec2000_15.prn","PM","F5","4",2,1,"later",2,2,0
"24Dec2001_02.prn","AM","F2","2",0,0,"null",1,3,6
"24Dec2001_02.prn","AM","F2","2",1,1,"soon",3,1,9
"24Dec2001_02.prn","AM","F2","2",2,1,"later",1,3,0
"24Dec2001_02.prn","AM","F2","3",0,0,"null",1,3,0
"24Dec2001_02.prn","AM","F2","3",1,1,"soon",2,1,9
"24Dec2001_02.prn","AM","F2","3",2,1,"later",2,1,3
"24Dec2001_02.prn","AM","F2","4",0,0,"null",2,2,0
"24Dec2001_02.prn","AM","F2","4",1,1,"by afternoon",0,0,-99
"24Dec2001_02.prn","AM","F2","4",2,1,"later",0,0,-99
"24Dec2001_13.prn","PM","F1","2",0,0,"null",2,2,18
"24Dec2001_13.prn","PM","F1","2",1,0,"null",1,3,6
"24Dec2001_13.prn","PM","F1","3",0,0,"null",2,2,9
"24Dec2001_13.prn","PM","F1","3",1,0,"null",3,1,21
"24Dec2001_13.prn","PM","F1","4",0,0,"null",1,3,0
"24Dec2001_13.prn","PM","F1","4",1,0,"null",2,2,21
"24Feb2002_03.prn","AM","F2","2",0,0,"null",2,1,6
"24Feb2002_03.prn","AM","F2","2",1,1,"later",2,2,21
"24Feb2002_03.prn","AM","F2","3",0,0,"null",1,3,0
"24Feb2002_03.prn","AM","F2","3",1,1,"during morning",0,0,-99
"24Feb2002_03.prn","AM","F2","3",2,1,"later",2,2,0
"24Feb2002_03.prn","AM","F2","4",0,0,"null",3,1,0
"24Feb2002_14.prn","PM","F4","2",0,0,"null",1,3,21
"24Feb2002_14.prn","PM","F4","2",1,1,"by early evening",1,3,18
"24Feb2002_14.prn","PM","F4","2",2,1,"by midnight",1,3,0
"24Feb2002_14.prn","PM","F4","2",3,1,"by morning",1,3,6
"24Feb2002_14.prn","PM","F4","3",0,0,"null",1,3,6
"24Feb2002_14.prn","PM","F4","3",1,1,"by midday",1,3,12
"24Feb2002_14.prn","PM","F4","3",2,1,"by end of period",1,3,0
"24Feb2002_14.prn","PM","F4","4",0,0,"null",2,1,0
"24Feb2002_14.prn","PM","F4","4",1,1,"by midday",1,3,12
"24Feb2002_14.prn","PM","F4","4",2,1,"by end of period",3,2,0
"24Jan2001_04.prn","AM","F5","2",0,0,"null",1,3,6
"24Jan2001_04.prn","AM","F5","2",1,1,"morning",2,2,12
"24Jan2001_04.prn","AM","F5","2",2,1,"afternoon",1,3,18
"24Jan2001_04.prn","AM","F5","2",3,1,"later",2,2,0
"24Jan2001_04.prn","AM","F5","3",0,0,"null",1,3,0
"24Jan2001_04.prn","AM","F5","3",1,1,"in morning",5,1,3
"24Jan2001_04.prn","AM","F5","3",2,1,"later in evening",1,3,0
"24Jan2001_04.prn","AM","F5","4",0,0,"null",1,3,0
"24Jan2001_04.prn","AM","F5","4",1,1,"soon",4,1,12
"24Jan2001_04.prn","AM","F5","4",2,1,"in evening",1,3,0
"24Jan2001_14.prn","PM","F1","2",0,0,"null",0,0,-99
"24Jan2001_14.prn","PM","F1","2",1,1,"very soon",2,2,6
"24Jan2001_14.prn","PM","F1","2",2,1,"by midnight",1,3,0
"24Jan2001_14.prn","PM","F1","2",3,1,"later",1,3,6
"24Jan2001_14.prn","PM","F1","3",0,0,"null",4,2,18
"24Jan2001_14.prn","PM","F1","3",1,1,"soon",5,1,6
"24Jan2001_14.prn","PM","F1","3",2,1,"later",1,3,0
"24Jan2001_14.prn","PM","F1","4",0,0,"null",2,2,0
"24Jan2001_14.prn","PM","F1","4",1,1,"soon",2,1,6
"24Jan2001_14.prn","PM","F1","4",2,1,"by midday",1,3,12
"24Jan2001_14.prn","PM","F1","4",3,1,"later",2,2,21
"24Jul2000_02.prn","AM","F4","2",0,0,"null",6,2,12
"24Jul2000_02.prn","AM","F4","2",1,1,"later",4,1,6
"24Jul2000_02.prn","AM","F4","3",0,0,"null",2,2,0
"24Jul2000_02.prn","AM","F4","3",1,1,"by midday",1,3,9
"24Jul2000_02.prn","AM","F4","3",2,1,"by midnight",2,2,21
"24Jul2000_02.prn","AM","F4","4",0,0,"null",1,3,0
"24Jul2000_02.prn","AM","F4","4",1,1,"soon",5,2,3
"24Jul2000_02.prn","AM","F4","4",2,1,"by midday",0,0,-99
"24Jul2000_02.prn","AM","F4","4",3,1,"later",5,2,3
"24Jul2000_14.prn","PM","F2","2",0,0,"null",1,3,18
"24Jul2000_14.prn","PM","F2","2",1,1,"overnight",0,0,-99
"24Jul2000_14.prn","PM","F2","3",0,0,"null",0,0,-99
"24Jul2000_14.prn","PM","F2","3",1,1,"soon",1,3,12
"24Jul2000_14.prn","PM","F2","3",2,1,"later",1,3,18
"24Jul2000_14.prn","PM","F2","4",0,0,"null",0,0,-99
"24Jul2001_14.prn","PM","F4","2",0,0,"null",0,0,-99
"24Jul2001_14.prn","PM","F4","2",1,1,"by early morning",3,1,0
"24Jul2001_14.prn","PM","F4","2",2,1,"later",4,2,21
"24Jul2001_14.prn","PM","F4","3",0,0,"null",1,3,6
"24Jul2001_14.prn","PM","F4","3",1,1,"by mid afternoon",5,1,15
"24Jul2001_14.prn","PM","F4","4",0,0,"null",4,1,0
"24Mar2001_02.prn","AM","F1","3",0,0,"null",3,1,0
"24Mar2001_02.prn","AM","F1","3",1,1,"later",2,2,0
"24Mar2001_02.prn","AM","F1","4",0,0,"null",1,3,0
"24Mar2001_02.prn","AM","F1","4",1,1,"by midday",1,3,12
"24Mar2001_02.prn","AM","F1","4",2,1,"later",2,2,0
"24Mar2001_13.prn","PM","F2","2",0,0,"null",2,1,21
"24Mar2001_13.prn","PM","F2","2",1,1,"later",0,0,-99
"24Mar2001_13.prn","PM","F2","3",0,0,"null",2,2,15
"24Mar2001_13.prn","PM","F2","4",0,0,"null",0,0,-99
"24Mar2001_13.prn","PM","F2","4",1,1,"soon",2,1,9
"24Mar2001_13.prn","PM","F2","4",2,1,"later",1,3,0
"24Mar2002_01.prn","AM","F1","2",0,0,"null",5,1,6
"24Mar2002_01.prn","AM","F1","2",1,0,"null",1,3,0
"24Mar2002_01.prn","AM","F1","3",0,0,"null",2,2,0
"24Mar2002_01.prn","AM","F1","3",1,1,"by evening",1,3,18
"24Mar2002_01.prn","AM","F1","3",2,1,"later",1,3,0
"24Mar2002_01.prn","AM","F1","4",0,0,"null",1,3,0
"24Mar2002_01.prn","AM","F1","4",1,0,"null",2,2,0
"24Mar2002_13.prn","PM","F4","2",0,0,"null",2,2,18
"24Mar2002_13.prn","PM","F4","2",1,1,"from mid evening",2,2,18
"24Mar2002_13.prn","PM","F4","2",2,1,"by morning",2,1,3
"24Mar2002_13.prn","PM","F4","3",0,0,"null",2,2,6
"24Mar2002_13.prn","PM","F4","3",1,1,"by midday",1,3,12
"24Mar2002_13.prn","PM","F4","3",2,1,"by mid evening",2,1,21
"24Mar2002_13.prn","PM","F4","4",0,0,"null",1,3,0
"24Mar2002_13.prn","PM","F4","4",1,1,"soon",1,3,6
"24Mar2002_13.prn","PM","F4","4",2,1,"by midday",1,3,12
"24Mar2002_13.prn","PM","F4","4",3,1,"by midnight",1,3,0
"24May2001_14.prn","PM","F4","2",0,0,"null",1,3,18
"24May2001_14.prn","PM","F4","2",2,1,"by morning",1,3,6
"24May2001_14.prn","PM","F4","3",0,0,"null",1,3,6
"24May2001_14.prn","PM","F4","3",1,1,"by afternoon",3,1,15
"24May2001_14.prn","PM","F4","3",2,1,"later",2,2,0
"24May2001_14.prn","PM","F4","4",0,0,"null",2,2,0
"24May2001_14.prn","PM","F4","4",1,1,"by midday",2,1,9
"24May2001_14.prn","PM","F4","4",2,1,"by midnight",2,2,0
"24Nov2000_03.prn","AM","F3","2",0,0,"null",1,3,6
"24Nov2000_03.prn","AM","F3","2",3,1,"later",1,3,21
"24Nov2000_03.prn","AM","F3","2",4,1,"by late evening",1,3,0
"24Nov2000_03.prn","AM","F3","3",0,0,"null",2,2,0
"24Nov2000_03.prn","AM","F3","3",1,1,"by midday",2,1,12
"24Nov2000_03.prn","AM","F3","3",2,1,"by late evening",1,3,0
"24Nov2000_03.prn","AM","F3","4",0,0,"null",5,1,0
"24Nov2000_03.prn","AM","F3","4",1,1,"by late evening",2,2,0
"24Nov2000_15.prn","PM","F4","2",1,1,"evening",5,2,21
"24Nov2000_15.prn","PM","F4","2",2,1,"by morning",2,2,6
"24Nov2000_15.prn","PM","F4","3",0,0,"null",1,3,6
"24Nov2000_15.prn","PM","F4","3",1,1,"by midnight",1,3,0
"24Nov2000_15.prn","PM","F4","4",0,0,"null",7,1,0
"24Nov2000_15.prn","PM","F4","4",1,1,"soon",6,1,9
"24Nov2000_15.prn","PM","F4","4",2,1,"from midday",6,1,9
"24Nov2000_15.prn","PM","F4","4",3,1,"by late evening",2,1,21
"24Nov2001_04.prn","AM","F3","2",0,0,"null",2,2,6
"24Nov2001_04.prn","AM","F3","2",1,1,"by mid afternoon",0,0,-99
"24Nov2001_04.prn","AM","F3","2",2,1,"by late evening",1,3,0
"24Nov2001_04.prn","AM","F3","3",0,0,"null",1,3,0
"24Nov2001_04.prn","AM","F3","3",1,1,"soon",2,2,6
"24Nov2001_04.prn","AM","F3","3",2,1,"by late evening",1,3,0
"24Nov2001_04.prn","AM","F3","4",0,0,"null",2,2,0
"24Nov2001_04.prn","AM","F3","4",2,1,"by late evening",1,3,0
"24Nov2001_13.prn","PM","F4","2",0,0,"null",0,0,-99
"24Nov2001_13.prn","PM","F4","2",1,1,"by end of period",2,1,3
"24Nov2001_13.prn","PM","F4","3",0,0,"null",1,3,6
"24Nov2001_13.prn","PM","F4","3",1,1,"by midday",3,2,12
"24Nov2001_13.prn","PM","F4","3",2,1,"by midnight",1,3,0
"24Nov2001_13.prn","PM","F4","4",0,0,"null",1,3,0
"24Nov2001_13.prn","PM","F4","4",1,1,"by midday",1,3,12
"24Nov2001_13.prn","PM","F4","4",2,1,"by midnight",1,3,0
"24Oct2000_04.prn","AM","F5","2",0,0,"null",0,0,-99
"24Oct2000_04.prn","AM","F5","2",1,1,"by late morning",2,2,15
"24Oct2000_04.prn","AM","F5","2",2,1,"evening",1,3,0
"24Oct2000_04.prn","AM","F5","3",0,0,"null",1,3,0
"24Oct2000_04.prn","AM","F5","3",1,1,"in morning",2,2,6
"24Oct2000_04.prn","AM","F5","3",2,1,"early afternoon",0,0,-99
"24Oct2000_04.prn","AM","F5","3",3,1,"late evening",1,3,0
"24Oct2000_04.prn","AM","F5","4",0,0,"null",1,3,0
"24Oct2000_04.prn","AM","F5","4",1,1,"in morning",2,1,9
"24Oct2000_04.prn","AM","F5","4",2,1,"in evening",3,2,0
"24Oct2000_14.prn","PM","F2","2",0,0,"null",0,0,-99
"24Oct2000_14.prn","PM","F2","2",1,1,"soon",0,0,-99
"24Oct2000_14.prn","PM","F2","2",2,1,"by morning",0,0,-99
"24Oct2000_14.prn","PM","F2","3",0,0,"null",0,0,-99
"24Oct2000_14.prn","PM","F2","3",1,1,"soon",2,2,12
"24Oct2000_14.prn","PM","F2","3",2,1,"later",1,3,0
"24Oct2000_14.prn","PM","F2","4",0,0,"null",2,1,0
"24Oct2000_14.prn","PM","F2","4",1,0,"null",0,0,-99
"24Oct2001_03.prn","AM","F3","2",0,0,"null",2,2,6
"24Oct2001_03.prn","AM","F3","2",1,1,"by late evening",3,2,0
"24Oct2001_03.prn","AM","F3","3",0,0,"null",3,2,6
"24Oct2001_03.prn","AM","F3","3",1,1,"soon",3,2,6
"24Oct2001_03.prn","AM","F3","3",2,1,"by mid afternoon",4,1,21
"24Oct2001_03.prn","AM","F3","4",0,0,"null",2,2,0
"24Oct2001_03.prn","AM","F3","4",1,1,"by late evening",2,2,0
"24Oct2001_15.prn","PM","F5","2",0,0,"null",0,0,-99
"24Oct2001_15.prn","PM","F5","2",1,1,"by midnight",2,1,18
"24Oct2001_15.prn","PM","F5","2",2,1,"later in period",1,3,6
"24Oct2001_15.prn","PM","F5","3",0,0,"null",3,2,12
"24Oct2001_15.prn","PM","F5","3",1,1,"by late afternoon",1,3,18
"24Oct2001_15.prn","PM","F5","3",2,1,"late evening",1,3,0
"24Oct2001_15.prn","PM","F5","4",0,0,"null",4,2,6
"24Oct2001_15.prn","PM","F5","4",1,1,"in evening",2,1,21
"24Sep2000_03.prn","AM","F2","2",0,0,"null",4,2,9
"24Sep2000_03.prn","AM","F2","3",0,0,"null",0,0,-99
"24Sep2000_03.prn","AM","F2","3",1,0,"null",2,1,12
"24Sep2000_03.prn","AM","F2","4",0,0,"null",3,2,3
"24Sep2000_03.prn","AM","F2","4",1,0,"null",2,2,0
"24Sep2000_15.prn","PM","F4","2",0,0,"null",3,2,18
"24Sep2000_15.prn","PM","F4","2",1,0,"null",3,2,6
"24Sep2000_15.prn","PM","F4","3",0,0,"null",2,2,6
"24Sep2000_15.prn","PM","F4","3",1,0,"null",3,1,21
"24Sep2000_15.prn","PM","F4","4",0,0,"null",3,1,0
"24Sep2000_15.prn","PM","F4","4",1,1,"by midnight",1,3,0
"25Apr2001_15.prn","PM","F1","2",0,0,"null",0,0,-99
"25Apr2001_15.prn","PM","F1","3",0,0,"null",1,3,6
"25Apr2001_15.prn","PM","F1","3",1,0,"null",3,2,0
"25Apr2001_15.prn","PM","F1","4",0,0,"null",1,3,0
"25Apr2001_15.prn","PM","F1","4",1,0,"null",2,2,21
"25Apr2002_04.prn","AM","F4","2",0,0,"null",3,2,6
"25Apr2002_04.prn","AM","F4","2",1,1,"by afternoon",3,2,12
"25Apr2002_04.prn","AM","F4","2",2,1,"by midnight",1,3,0
"25Apr2002_04.prn","AM","F4","3",0,0,"null",1,3,0
"25Apr2002_04.prn","AM","F4","3",1,1,"soon",1,3,6
"25Apr2002_04.prn","AM","F4","3",2,1,"by afternoon",1,3,15
"25Apr2002_04.prn","AM","F4","3",3,1,"by evening",1,3,18
"25Apr2002_04.prn","AM","F4","3",4,1,"by midnight",1,3,0
"25Apr2002_04.prn","AM","F4","4",0,0,"null",2,1,0
"25Apr2002_04.prn","AM","F4","4",1,1,"by afternoon",0,0,-99
"25Apr2002_04.prn","AM","F4","4",2,1,"by evening",2,2,0
"25Apr2002_14.prn","PM","F1","2",0,0,"null",0,0,-99
"25Apr2002_14.prn","PM","F1","2",1,0,"null",1,3,6
"25Apr2002_14.prn","PM","F1","3",0,0,"null",1,3,6
"25Apr2002_14.prn","PM","F1","3",1,1,"soon",1,3,15
"25Apr2002_14.prn","PM","F1","3",2,1,"by evening",2,2,21
"25Apr2002_14.prn","PM","F1","4",0,0,"null",0,0,-99
"25Apr2002_14.prn","PM","F1","4",1,1,"by midday",2,2,15
"25Apr2002_14.prn","PM","F1","4",2,1,"by evening",1,3,21
"25Apr2002_14.prn","PM","F1","4",3,1,"later",1,3,0
"25Aug2000_03.prn","AM","F1","2",0,0,"null",5,1,6
"25Aug2000_03.prn","AM","F1","2",1,1,"later",2,1,21
"25Aug2000_03.prn","AM","F1","3",0,0,"null",1,3,0
"25Aug2000_03.prn","AM","F1","3",1,0,"null",3,1,21
"25Aug2000_03.prn","AM","F1","4",0,0,"null",2,1,0
"25Aug2000_03.prn","AM","F1","4",1,1,"by midday",2,2,12
"25Aug2000_03.prn","AM","F1","4",2,0,"null",4,1,18
"25Aug2000_15.prn","PM","F5","2",0,0,"null",0,0,-99
"25Aug2000_15.prn","PM","F5","2",1,0,"null",2,1,0
"25Aug2000_15.prn","PM","F5","3",0,0,"null",0,0,-99
"25Aug2000_15.prn","PM","F5","3",1,1,"in afternoon",4,2,18
"25Aug2000_15.prn","PM","F5","3",2,1,"late in evening",1,3,0
"25Aug2000_15.prn","PM","F5","4",0,0,"null",5,1,6
"25Aug2000_15.prn","PM","F5","4",1,1,"in evening",1,3,0
"25Aug2001_16.prn","PM","F5","2",0,0,"null",0,0,-99
"25Aug2001_16.prn","PM","F5","2",1,1,"tonight",1,3,3
"25Aug2001_16.prn","PM","F5","3",0,0,"null",1,3,9
"25Aug2001_16.prn","PM","F5","3",1,1,"by early evening",0,0,-99
"25Aug2001_16.prn","PM","F5","3",2,1,"evening",2,2,0
"25Aug2001_16.prn","PM","F5","4",0,0,"null",2,2,0
"25Aug2001_16.prn","PM","F5","4",1,1,"by afternoon",5,2,9
"25Aug2001_16.prn","PM","F5","4",2,0,"null",3,2,18
"25Dec2000_02.prn","AM","F3","2",0,0,"null",6,1,6
"25Dec2000_02.prn","AM","F3","2",1,1,"by mid evening",1,3,21
"25Dec2000_02.prn","AM","F3","2",2,1,"late evening",2,1,6
"25Dec2000_02.prn","AM","F3","3",0,0,"null",1,3,0
"25Dec2000_02.prn","AM","F3","3",1,1,"soon",1,3,6
"25Dec2000_02.prn","AM","F3","3",2,1,"by late evening",2,2,0
"25Dec2000_02.prn","AM","F3","4",0,0,"null",1,3,0
"25Dec2000_02.prn","AM","F3","4",1,1,"by evening",2,2,0
"25Dec2000_15.prn","PM","F5","2",0,0,"null",2,2,18
"25Dec2000_15.prn","PM","F5","2",1,1,"by end of period",1,3,6
"25Dec2000_15.prn","PM","F5","3",0,0,"null",3,2,9
"25Dec2000_15.prn","PM","F5","3",1,1,"in evening",2,1,21
"25Dec2000_15.prn","PM","F5","4",0,0,"null",1,3,0
"25Dec2000_15.prn","PM","F5","4",1,1,"by afternoon",4,1,15
"25Dec2001_02.prn","AM","F2","2",0,0,"null",2,1,6
"25Dec2001_02.prn","AM","F2","2",1,1,"soon",2,1,12
"25Dec2001_02.prn","AM","F2","2",2,1,"later",3,2,0
"25Dec2001_02.prn","AM","F2","3",0,0,"null",1,3,0
"25Dec2001_02.prn","AM","F2","3",1,0,"null",3,1,18
"25Dec2001_02.prn","AM","F2","4",0,0,"null",2,2,0
"25Dec2001_02.prn","AM","F2","4",2,1,"later",1,3,0
"25Dec2001_13.prn","PM","F1","2",0,0,"null",1,3,18
"25Dec2001_13.prn","PM","F1","2",1,0,"null",1,3,6
"25Dec2001_13.prn","PM","F1","3",0,0,"null",2,2,6
"25Dec2001_13.prn","PM","F1","3",1,0,"null",2,2,21
"25Dec2001_13.prn","PM","F1","4",0,0,"null",2,1,0
"25Dec2001_13.prn","PM","F1","4",1,1,"soon",1,3,0
"25Dec2001_13.prn","PM","F1","4",2,1,"by evening",1,3,18
"25Dec2001_13.prn","PM","F1","4",4,1,"later",1,3,0
"25Feb2002_03.prn","AM","F2","2",0,0,"null",1,3,6
"25Feb2002_03.prn","AM","F2","2",1,1,"soon",0,0,-99
"25Feb2002_03.prn","AM","F2","2",2,0,"null",0,0,-99
"25Feb2002_03.prn","AM","F2","3",0,0,"null",0,0,-99
"25Feb2002_03.prn","AM","F2","3",1,0,"null",2,2,15
"25Feb2002_03.prn","AM","F2","4",0,0,"null",0,0,-99
"25Feb2002_03.prn","AM","F2","4",1,0,"null",6,1,6
"25Feb2002_14.prn","PM","F4","2",1,1,"by around midnight",2,2,3
"25Feb2002_14.prn","PM","F4","2",2,1,"by morning",1,3,6
"25Feb2002_14.prn","PM","F4","3",0,0,"null",0,0,-99
"25Feb2002_14.prn","PM","F4","3",1,1,"by evening",3,1,18
"25Feb2002_14.prn","PM","F4","4",0,0,"null",1,3,0
"25Feb2002_14.prn","PM","F4","4",1,1,"by midday",4,1,12
"25Feb2002_14.prn","PM","F4","4",2,1,"later",5,2,0
"25Jan2001_04.prn","AM","F5","2",0,0,"null",3,2,6
"25Jan2001_04.prn","AM","F5","2",1,1,"afternoon",3,2,21
"25Jan2001_04.prn","AM","F5","2",2,1,"in evening",0,0,-99
"25Jan2001_04.prn","AM","F5","3",0,0,"null",0,0,-99
"25Jan2001_04.prn","AM","F5","3",1,1,"by late morning",2,2,12
"25Jan2001_04.prn","AM","F5","3",2,1,"later",3,2,15
"25Jan2001_04.prn","AM","F5","4",0,0,"null",5,1,3
"25Jan2001_04.prn","AM","F5","4",2,1,"by evening",3,2,18
"25Jan2001_14.prn","PM","F1","2",0,0,"null",2,2,18
"25Jan2001_14.prn","PM","F1","2",1,1,"overnight",2,2,6
"25Jan2001_14.prn","PM","F1","3",0,0,"null",1,3,6
"25Jan2001_14.prn","PM","F1","3",1,0,"null",6,1,21
"25Jan2001_14.prn","PM","F1","4",0,0,"null",1,3,0
"25Jan2001_14.prn","PM","F1","4",1,1,"by midday",2,2,15
"25Jan2001_14.prn","PM","F1","4",2,1,"later",2,2,21
"25Jul2000_03.prn","AM","F5","2",0,0,"null",0,0,-99
"25Jul2000_03.prn","AM","F5","2",1,1,"by early afternoon",0,0,-99
"25Jul2000_03.prn","AM","F5","2",2,1,"in evening",0,0,-99
"25Jul2000_03.prn","AM","F5","3",0,0,"null",1,3,6
"25Jul2000_03.prn","AM","F5","3",1,1,"by afternoon",5,2,15
"25Jul2000_14.prn","PM","F2","2",0,0,"null",0,0,-99
"25Jul2000_14.prn","PM","F2","2",1,0,"null",0,0,-99
"25Jul2000_14.prn","PM","F2","3",0,0,"null",0,0,-99
"25Jul2001_13.prn","PM","F4","2",0,0,"null",3,2,18
"25Jul2001_13.prn","PM","F4","2",1,1,"later",1,3,6
"25Jul2001_13.prn","PM","F4","3",0,0,"null",1,3,6
"25Jul2001_13.prn","PM","F4","3",1,1,"soon",3,2,12
"25Jul2001_13.prn","PM","F4","3",2,1,"later",2,2,0
"25Jul2001_13.prn","PM","F4","4",0,0,"null",6,2,3
"25Jul2001_13.prn","PM","F4","4",1,1,"later",3,2,0
"25Jun2001_16.prn","PM","F5","3",0,0,"null",1,3,12
"25Jun2001_16.prn","PM","F5","3",1,0,"null",3,1,18
"25Jun2001_16.prn","PM","F5","4",0,0,"null",3,2,0
"25Jun2001_16.prn","PM","F5","4",1,1,"in evening",1,3,0
"25Mar2001_03.prn","AM","F1","2",0,0,"null",5,1,6
"25Mar2001_03.prn","AM","F1","2",1,0,"null",2,2,0
"25Mar2001_03.prn","AM","F1","3",0,0,"null",1,3,0
"25Mar2001_03.prn","AM","F1","3",2,1,"later",1,3,0
"25Mar2001_03.prn","AM","F1","4",0,0,"null",1,3,0
"25Mar2001_03.prn","AM","F1","4",1,1,"by end of period",2,2,18
"25Mar2001_13.prn","PM","F2","2",0,0,"null",3,1,18
"25Mar2001_13.prn","PM","F2","2",1,0,"null",0,0,-99
"25Mar2001_13.prn","PM","F2","3",0,0,"null",0,0,-99
"25Mar2001_13.prn","PM","F2","3",1,1,"later",0,0,-99
"25Mar2001_13.prn","PM","F2","4",0,0,"null",0,0,-99
"25Mar2001_13.prn","PM","F2","4",1,0,"null",0,0,-99
"25Mar2002_01.prn","AM","F1","2",0,0,"null",2,1,6
"25Mar2002_01.prn","AM","F1","2",1,1,"very soon",2,2,12
"25Mar2002_01.prn","AM","F1","2",2,1,"evening",2,2,12
"25Mar2002_01.prn","AM","F1","2",3,0,"null",1,3,0
"25Mar2002_01.prn","AM","F1","3",0,0,"null",2,2,3
"25Mar2002_01.prn","AM","F1","3",1,1,"during morning",1,3,9
"25Mar2002_01.prn","AM","F1","3",2,1,"later",1,3,0
"25Mar2002_01.prn","AM","F1","4",0,0,"null",2,2,0
"25Mar2002_01.prn","AM","F1","4",2,1,"later",3,2,3
"25Mar2002_13.prn","PM","F4","2",0,0,"null",0,0,-99
"25Mar2002_13.prn","PM","F4","2",1,1,"soon",2,1,18
"25Mar2002_13.prn","PM","F4","2",2,1,"by midnight",1,3,0
"25Mar2002_13.prn","PM","F4","2",3,1,"by morning",2,2,6
"25Mar2002_13.prn","PM","F4","3",0,0,"null",1,3,6
"25Mar2002_13.prn","PM","F4","3",1,1,"by midnight",1,3,0
"25Mar2002_13.prn","PM","F4","4",0,0,"null",1,3,0
"25Mar2002_13.prn","PM","F4","4",1,1,"by midday",2,2,12
"25Mar2002_13.prn","PM","F4","4",2,1,"by end of period",2,2,0
"25May2001_14.prn","PM","F1","2",0,0,"null",2,2,18
"25May2001_14.prn","PM","F1","2",1,0,"null",1,3,6
"25May2001_14.prn","PM","F1","3",0,0,"null",1,3,6
"25May2001_14.prn","PM","F1","3",1,1,"very soon",1,3,9
"25May2001_14.prn","PM","F1","3",2,1,"by afternoon",4,1,21
"25May2001_14.prn","PM","F1","3",3,1,"evening",4,1,21
"25May2001_14.prn","PM","F1","4",0,0,"null",2,2,0
"25May2001_14.prn","PM","F1","4",1,0,"null",1,3,0
